Cession_Number,Royce_ID,Royce_ID_Num,State,County,State_and_County,Tribe_Named_in_Land_Cessions_1784-1894,Present_Day_Tribe,US_Acquired_Mode,Cession_State,Yr_US_Acquired,Date_US_Acquired,Total_Acreage,US_Paid_Total,US_Paid_Per_Acre,US_Paid_Per_Acre_if_N/A,KEEP IN THE DATA,INFLATION FACTOR FOR YEAR,US PAID TOTAL - INFLATION ADJUSTED to 2023,US_Paid_Per_Acre - Inflation Adjusted,Total_Area_Source,US_Paid_Total_Source,Notes,Citation_1,Citation_2,Royce_Schedule_Date_1,URL_for_Royce_Schedule_Entry_1,URL_for_Treaty_Text_Catalogued_by_Kappler_1,Royce_Schedule_Date_2,URL_for_Royce_Schedule_Entry_2,URL_for_Treaty_Text_Catalogued_by_Kappler_2,Royce_Schedule_Date_3,URL_for_Royce_Schedule_Entry_3,URL_for_Treaty_Text_Catalogued_by_Kappler_3,Royce_Schedule_Date_4,URL_for_Royce_Schedule_Entry_4,URL_for_Treaty_Text_Catalogued_by_Kappler_4,Royce_Schedule_Date_5,URL_for_Royce_Schedule_Entry_5,URL_for_Treaty_Text_Catalogued_by_Kappler_5,Map Name,Map_Name_1,Map_Name_2,Map_Name_3,Map_Name_4,Map_Name_5,Map_Name_6,Map_URL_1,Map_URL_2,Map_URL_3,Map_URL_4,Map_URL_5,Map_URL_6,URL for Federal Statute,URL for Executive Order,SHAPE_Length,SHAPE_Area,GIS_Source,,,,,,,,,,,,,,,year,Conversion Factor from 2023,year
539,,,,,,,,,,1872,18720926,"700,642","$27,500.00",$0.04 ,,YES,0.039653293,"$693,511.12",$0.99,"ICC Dkt. 63 (v. 3, p. 333-34, 343; v. 6, p. 638)","ICC Dkt. 63 (v. 3, p. 333-34, 343; v. 6, p. 638)","Shoshone cession of part of reservation, date 1872.09.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711,0.013000151,1711
546,,,,,,,,,,1873,18730805,,$0.00,$0.00 ,,YES,0.039003151,$0.00,$0.00,p. 18 https://data.nativeland.info/dataset/084a2498-e20f-41d7-9fa0-6b1ed9b46dc4/resource/c75365be-639e-46cc-ac35-45648ba519e5/download/executive-orders-relating-to-indian-reserves.pdf,,Executive order placing part of San Carlos division of White Mountain reservation in public domain. Need to see EO of this date. Likely $0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712,0.012350009,1712
552,552,552,ID,Benewah; Kootenai,ID:Benewah; ID:Kootenai,Coeur d'AlÃ¨ne,"Coeur D'Alene Tribe, Idaho",,ID,1867,18670614,,,,,NO,0.048102447,,,,,,2 Hodge 594,Tiller 369,1867/06/14 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/846/mode/2up,,1873/11/08 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/866/mode/2up,,1892/07/13 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/944/mode/2up,,1894/08/15 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/948/mode/2up,,,,,Idaho,Idaho,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=16,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/552r.pdf,295571.3703,4611504914,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1713,0.013326571,1713
553,553,553,ID,Benewah; Kootenai; Latah; Shoshone,ID:Benewah; ID:Kootenai; ID:Latah; ID:Shoshone,Coeur d'AlÃ¨ne,"Coeur D'Alene Tribe, Idaho","Seized by executive order, Novermber 8, 1873",ID,1873,18731108,"6,185,140",$0.00,$0.00 ,,YES,0.039003151,$0.00,$0.00,Calculated in GIS,"""Executive Orders Relating to Indian Reserves, from May 14, 1855 to July 1, 1902"" (Washington: GPO, 1902), p. 40-41",EO does not articulate payment,2 Hodge 594,Tiller 369,1873/11/08 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/868/mode/2up,,1891/03/03 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/868/mode/2up,,,,,,,,,,,"Idaho, Washington 1",Idaho,Washington 1,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=16,https://www.loc.gov/resource/g3701em.gct00002/?sp=60,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/553c.pdf,1803350.201,54730884084,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1714,0.012026286,1714
557,,,,,,,,,,1875,18750325,,$0.00,$0.00 ,,YES,0.035752439,$0.00,$0.00,p. 60 https://data.nativeland.info/dataset/084a2498-e20f-41d7-9fa0-6b1ed9b46dc4/resource/c75365be-639e-46cc-ac35-45648ba519e5/download/executive-orders-relating-to-indian-reserves.pdf,,Reserve created this day and restored to public domain by EO on March 25 1875. Never occupied. Need to check EO but almost certainly $0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715,0.014300436,1715
558,558,558,CA; NV; UT,Beaver; Clark; Garfield; Iron; Kane; Lincoln; Millard; Nye; Piute; San Bernardino; Washington,CA:San Bernardino; NV:Clark; NV:Lincoln; NV:Nye; UT:Beaver; UT:Garfield; UT:Iron; UT:Kane; UT:Millard; UT:Piute; UT:Washington,Paiute,"Big Pine Band of Owens Valley Paiute Shoshone Indians of the Big Pine Reservation, California; Bishop Paiute Tribe, California; Bridgeport Indian Colony, California; Bridgeport Paiute Indian Colony of California; Burns Paiute Tribe of the Burns Paiute In","Seized by executive order, February 12, 1874",CA; NV; UT,1874,18740212,"21,230,600",$0.00,$0.00 ,,YES,0.037052724,$0.00,$0.00,Calculated in GIS,"""Executive Orders Relating to Indian Reserves, from May 14, 1855 to July 1, 1902"" (Washington: GPO, 1902), p. 69",EO does not articulate payment,2 Hodge 187; Tiller 223; Tiller 238; Tiller 254; Tiller 261; Tiller 264; Tiller 288; Tiller 305; Tiller 507; Tiller 508-09; Tiller 509; Tiller 510; Tiller 511; Tiller 518; Tiller 525; Tiller 665; Tiller 721,Tiller 502; Tiller 513; Tiller 519,1874/02/12 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/870/mode/2up,,,,,,,,,,,,,,"Utah 1, Arizona 1, Nevada, California 2",Utah 1,Arizona 1,Nevada,California 2,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=58,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,https://www.loc.gov/resource/g3701em.gct00002/?sp=43,https://www.loc.gov/resource/g3701em.gct00002/?sp=8,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/558c.pdf,2006562.601,1.51E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1716,0.013326571,1716
565,565,565,MT,Blaine; Chouteau; Daniels; Flathead; Glacier; Hillsborough; Liberty; Phillips; Pondera; Roosevelt; Sheridan; Toole; Valley,MT:Blaine; MT:Chouteau; MT:Daniels; MT:Flathead; MT:Glacier; MT:Hillsborough; MT:Liberty; MT:Phillips; MT:Pondera; MT:Roosevelt; MT:Sheridan; MT:Toole; MT:Valley,Blackfoot; Blood; Gros Ventre; Piegan; River Crow,Blackfeet Tribe of the Blackfeet Indian Reservation of Montana; Crow Tribe of Montana; Fort Belknap Indian Community of the Fort Belknap Reservation of Montana,,MT,1855,18551017,"11,843,504.07","$408,535.29",$0.03 ,,YES,0.02827715,"$14,447,541.46",$1.22,"Lee, Robert, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012,"" 01/01/12 - 01/01/14. 27. Philadelphia,
PA: McNeil Center for Early American Studies [distributor], 2017. http://repository.upenn.edu",,,1 Hodge 367-68; 2 Hodge 246; DeMallie 677; Hodge II 643; Tiller 473,Tiller 473; Tiller 481; Waldman 37-39; Waldman 87-88,1855/10/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/812/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=744,1873/07/05 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/864/mode/2up,,1874/04/15 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/864/mode/2up,,,,,,,,Montana 1,Montana 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=39,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/565r.pdf,,2846970.288,1.84E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1717,0.014626856,1717
566,566,566,CO,Archuleta; Dolores; Hinsdale; La Plata; Mineral; Montezuma; Ouray; San Juan; San Miguel,CO:Archuleta; CO:Dolores; CO:Hinsdale; CO:La Plata; CO:Mineral; CO:Montezuma; CO:Ouray; CO:San Juan; CO:San Miguel,Uta,"Southern Ute Indian Tribe of the Southern Ute Reservation, Colorado; Ute Indian Tribe of the Uintah & Ouray Reservation, Utah; Ute Mountain Ute Tribe, Colorado, New Mexico, & Utah","Ceded by agreement (former reservation), April 29, 1874",CO,1874,18740429,"3,766,636","$507,662.84",$0.13 ,,YES,0.037052724,"$13,701,093.76",$3.64,"11 ICC 180, p. 183, 262","11 ICC 180, p. 183, 262",,"2 Hodge 1116; 2 Hodge 875-76, 1116",Waldman 308; Tiller 367; Waldman 308; Tiller 369; Waldman 308; Tiller 724,1868/03/02 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/848/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=998,1872/04/23 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/856/mode/2up,,1873/09/13 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/874/mode/2up,,1874/04/29 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/874/mode/2up,,1876/08/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/864/mode/2up,,Colorado 1,Colorado 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=9,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/566c.pdf,659534.1632,24465418728,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1718,0.013326571,1718
573,,,,,,,,,,1874,18740721,,$0.00,$0.00 ,,YES,0.037052724,$0.00,$0.00,p. 18 https://data.nativeland.info/dataset/084a2498-e20f-41d7-9fa0-6b1ed9b46dc4/resource/c75365be-639e-46cc-ac35-45648ba519e5/download/executive-orders-relating-to-indian-reserves.pdf,,"EO restoring portion of reserve to public domain on July 21, 1874. Need to check EO but likely $0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719,0.014626856,1719
574,574,574,MT,Cascade; Chouteau; Flathead; Lewis and Clark; Liberty; Teton; Toole,MT:Cascade; MT:Chouteau; MT:Flathead; MT:Lewis and Clark; MT:Liberty; MT:Teton; MT:Toole,Blackfoot; Blood; Gros Ventre; Piegan; River Crow,Blackfeet Tribe of the Blackfeet Indian Reservation of Montana; Crow Tribe of Montana; Fort Belknap Indian Community of the Fort Belknap Reservation of Montana,"Seized by executive order (former reservation), August 19, 1874",MT,1874,18740819,"12,261,750",$0.00,$0.00 ,,YES,0.037052724,$0.00,$0.00,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,1 Hodge 367-68; 2 Hodge 246; DeMallie 677; II Hodge 643; Tiller 473,Tiller 473; Tiller 481; Waldman 37-39; Waldman 87-88,1855/10/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/812/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=744,1873/07/05 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/864/mode/2up,,1874/08/19 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/876/mode/2up,,,,,,,,Montana 1,Montana 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=39,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/574c.pdf,974994.5204,37350443730,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1720,0.013650294,1720
581,,,,,,,,,,1879,18790809,,$0.00,$0.00 ,,YES,0.032501727,$0.00,$0.00,"p. 84, https://data.nativeland.info/dataset/084a2498-e20f-41d7-9fa0-6b1ed9b46dc4/resource/c75365be-639e-46cc-ac35-45648ba519e5/download/executive-orders-relating-to-indian-reserves.pdf",,"Depends if it's east or west of Missouri River and on reservation today, but portion east appears to have been taken by EO on Aug 9 1879 for $0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721,0.013000151,1721
586,,,,,,,,,,1882,18820804,,$0.00,$0.00 ,,YES,0.033151869,$0.00,$0.00,p. 38 https://data.nativeland.info/dataset/084a2498-e20f-41d7-9fa0-6b1ed9b46dc4/resource/c75365be-639e-46cc-ac35-45648ba519e5/download/executive-orders-relating-to-indian-reserves.pdf,,Restored to public domain by EO Aug 4 1882. Need to check EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722,0.013326571,1722
587,,,,,,,,,,1877,18770825,,$0.00,$0.00 ,,YES,0.034128431,$0.00,$0.00,p. 76 https://data.nativeland.info/dataset/084a2498-e20f-41d7-9fa0-6b1ed9b46dc4/resource/c75365be-639e-46cc-ac35-45648ba519e5/download/executive-orders-relating-to-indian-reserves.pdf,,"Reservation canceled and restored to public domain by EO Aug 25, 1877. Need to check EO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723,0.013650294,1723
588,,,,,,,,,,1875,18751221,,$0.00,$0.00 ,,YES,0.035752439,$0.00,$0.00,p. 76 https://data.nativeland.info/dataset/084a2498-e20f-41d7-9fa0-6b1ed9b46dc4/resource/c75365be-639e-46cc-ac35-45648ba519e5/download/executive-orders-relating-to-indian-reserves.pdf,,Cession date 1875.12.21 by EO. Need to check EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1724,0.013976714,1724
591,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Pawnee reservation created. Is it still reservation?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,0.016250863,1725
596,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Pima and Maricopa reservation created.  Is it still reservation?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726,0.015276998,1726
597,597,597,MT; NE; SD; WY,Box Butte; Butte; Campbell; Carter; Cherry; Converse; Crook; Custer; Dawes; Fall River; Fallon; Goshen; Harding; Johnson; Lawrence; Natrona; Niobrara; Pennington; Platte; Powder River; Sheridan; Sioux; Weston,MT:Carter; MT:Fallon; MT:Powder River; NE:Box Butte; NE:Cherry; NE:Dawes; NE:Sheridan; NE:Sioux; SD:Butte; SD:Custer; SD:Fall River; SD:Harding; SD:Lawrence; SD:Pennington; WY:Campbell; WY:Converse; WY:Crook; WY:Goshen; WY:Johnson; WY:Natrona; WY:Niobrar,Arapaho; Northern Cheyenne; Sioux,"Arapaho Tribe of the Wind River Reservation, Wyoming; Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation, Montana; Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota; Crow Creek Sioux Tribe of the Crow Creek Reservat","Ceded by agreement, September 26, 1876",MT; NE; SD; WY,1876,18760926,"48,142,000",$0.00,$0.00 ,,YES,0.034778574,$0.00,$0.00,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,Tiller 486; Waldman 20-22,1 Hodge 72-73,1868/04/29 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/848/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=1006,1876/09/26 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/888/mode/2up,,,,,,,,,,,"Dakota 1, Nebraska, Wyoming 1, Montana 1",Dakota 1,Nebraska,Wyoming 1,Montana 1,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=11,https://www.loc.gov/resource/g3701em.gct00002/?sp=41,https://www.loc.gov/resource/g3701em.gct00002/?sp=66,https://www.loc.gov/resource/g3701em.gct00002/?sp=39,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/597c.pdf,,3311877.454,1.64E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1727,0.016250863,1727
598,598,598,SD,Butte; Custer; Fall River; Harding; Lawrence; Meade; Pennington,SD:Butte; SD:Custer; SD:Fall River; SD:Harding; SD:Lawrence; SD:Meade; SD:Pennington,Arapaho; Northern Cheyenne; Sioux,"Arapaho Tribe of the Wind River Reservation, Wyoming; Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation, Montana; Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota; Crow Creek Sioux Tribe of the Crow Creek Reservat","Ceded by agreement, September 27, 1876",SD,1876,18760927,"7,345,157",$0.00,$0.00 ,,YES,0.034778574,$0.00,$0.00,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.",,Tiller 486; Waldman 20-22,1 Hodge 72-73,1876/09/26 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/888/mode/2up,,,,,,,,,,,,,,Dakota 1,Dakota 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=11,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/598c.pdf,,1315850.152,57060935996,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1728,0.014950578,1728
599,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Addition to reservation. Still reservation?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729,0.014950578,1729
600,600,600,AZ,Cochise; Graham,AZ:Cochise; AZ:Graham,Apache,,"Seized by executive order, October 30, 1876",AZ,1876,18761030,"2,277,650",$0.00,$0.00 ,,YES,0.034778574,$0.00,$0.00,Calculated in GIS,"""Executive Orders Relating to Indian Reserves, from May 14, 1855 to July 1, 1902"" (Washington: GPO, 1902), p. 18",EO does not articulate payment,,,1872/12/14 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/860/mode/2up,,1876/10/30 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/888/mode/2up,,,,,,,,,,,Arizona 2,Arizona 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=4,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/600c.pdf,469138.0912,12779124051,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1730,0.014950578,1730
614,614,614,ND; SD,Brule; Buffalo; Campbell; Charles Mix; Edmunds; Emmons; Faulk; Hand; Hughes; Hyde; McIntosh; McPherson; Potter; Sully; Walworth,ND:Emmons; ND:McIntosh; SD:Brule; SD:Buffalo; SD:Campbell; SD:Charles Mix; SD:Edmunds; SD:Faulk; SD:Hand; SD:Hughes; SD:Hyde; SD:McPherson; SD:Potter; SD:Sully; SD:Walworth,Sioux,"Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation, Montana; Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota; Crow Creek Sioux Tribe of the Crow Creek Reservation, South Dakota; Flandreau Santee Sioux Tribe of Sou","Seized by executive order, August 9, 1879",ND; SD,1879,18790809,"5,562,035",$0.00,$0.00 ,,YES,0.032501727,$0.00,$0.00,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,,,1875/01/11 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/878/mode/2up,,1875/05/20 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/882/mode/2up,,1876/11/28 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/882/mode/2up,,1879/08/09 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/896/mode/2up,,,,,Dakota 2,Dakota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/614c.pdf,1536869.188,53620169321,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1731,0.013650294,1731
616,616,616,CO,Delta; Dolores; Eagle; Garfield; Gunnison; Mesa; Montezuma; Montrose; Ouray; Pitkin; Rio Blanco; San Miguel,CO:Delta; CO:Dolores; CO:Eagle; CO:Garfield; CO:Gunnison; CO:Mesa; CO:Montezuma; CO:Montrose; CO:Ouray; CO:Pitkin; CO:Rio Blanco; CO:San Miguel,Uta,"Southern Ute Indian Tribe of the Southern Ute Reservation, Colorado; Ute Indian Tribe of the Uintah & Ouray Reservation, Utah; Ute Mountain Ute Tribe, Colorado, New Mexico, & Utah","Ceded by agreement (former reservation), March 6, 1880",CO,1880,18800306,"11,784,800","$2,795,155.81",$0.24 ,,YES,0.033151869,"$84,313,672.14",$7.15,"Ute Indians v. United States, 45 Ct. Cl. 440 Court: Court of Claims Date: May 23, 1910. Also see Confederated Bands of Ute Indians v. United States, 117 Ct. Cl. 433 Court: Court of Claims Date: July 13, 1950","Ute Indians v. United States, 45 Ct. Cl. 440 Court: Court of Claims Date: May 23, 1910. Also see Confederated Bands of Ute Indians v. United States, 117 Ct. Cl. 433 Court: Court of Claims Date: July 13, 1950",,"2 Hodge 1116; 2 Hodge 875-76, 1116",Waldman 308; Tiller 367; Waldman 308; Tiller 369; Waldman 308; Tiller 724,1868/03/02 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/848/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=998,1880/03/06 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/898/mode/2up,,1880/09/11 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/902/mode/2up,,,,,,,,Colorado 1,Colorado 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=9,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/616c.pdf,1347070.829,75022308334,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1732,0.012350009,1732
618,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Addition to Columbia Reservation. Still reservation?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733,0.012676429,1733
619,619,619,MT,Carbon; Park; Stillwater; Sweet Grass,MT:Carbon; MT:Park; MT:Stillwater; MT:Sweet Grass,Crow,Crow Tribe of Montana,"Ceded by agreement (former reservation), June 12, 1880",MT,1880,18800612,"1,581,124","$750,000.00",$0.47 ,,YES,0.033151869,"$22,623,158.92",$14.31,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,"DeMallie 695, 698",Tiller 476,1851/09/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=602,1868/05/07 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/848/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=1016,1880/06/12 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/900/mode/2up,,1882/04/11 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/906/mode/2up,,,,,Montana 1,Montana 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=39,,,,,,,,642996.8283,12387198488,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1734,0.012350009,1734
