,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,township,range,section,data_source,geometry
3375,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,80.0,80.13,surface,Cochise,22S,30E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.26406835787428 31.5236875156675, -109.26830617909174 31.523683068217053, -109.26830514513084 31.520051329592633, -109.2640677128839 31.520054636210688, -109.25983030758641 31.520057832556923, -109.25983050970736 31.523691963883444, -109.26406835787428 31.5236875156675))"
3376,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,520.0,525.36,surface,Cochise,22S,29E,35,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.36819188213227 31.465249022816415, -109.36396766769641 31.465293713600257, -109.36391148256698 31.468962406637292, -109.35968507444521 31.46900012558629, -109.35962663813766 31.47266179169231, -109.35539800758387 31.472692316409706, -109.35533734884432 31.476346898443026, -109.35527671705422 31.480001508607973, -109.35950979337032 31.47998473323873, -109.3637428957376 31.47996795863259, -109.3679759693588 31.479951182491206, -109.3722090447766 31.47993440711293, -109.37226081468643 31.476251881765222, -109.37231255585014 31.472569356311695, -109.37236432665829 31.468886830778846, -109.37241606961865 31.465204332777436, -109.36819188213227 31.465249022816415))"
3377,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,480.0,483.94,surface,Cochise,22S,29E,23,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.36768374649854 31.501852180556636, -109.36763562734204 31.50550096379667, -109.36758750818552 31.509149637549328, -109.3718424701569 31.509157302323185, -109.37188811714977 31.505505741447166, -109.37193376504092 31.501854180385543, -109.37197941742367 31.498202651334307, -109.37202501950074 31.49455115279128, -109.36777991743791 31.49455437375533, -109.36353478842564 31.49455762229466, -109.35928968636279 31.494560872365874, -109.35504458340164 31.494564092563586, -109.35498911961938 31.49820470409211, -109.35493360732808 31.501845345446004, -109.35487810042666 31.505486021191324, -109.35913061898047 31.50549110366876, -109.36338310878823 31.50549601994671, -109.36343369921006 31.501850040563507, -109.36768374649854 31.501852180556636))"
3378,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,480.0,480.45,surface,Cochise,23S,30E,23,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.26405929027982 31.418368990943325, -109.26405958223226 31.414737154518402, -109.26405990293084 31.41110514988407, -109.26406022362939 31.407473118118475, -109.25982828458042 31.407476167271135, -109.25559634553144 31.407479216423628, -109.25136443433024 31.407482265576096, -109.25136403008835 31.41111313242049, -109.25136362674478 31.414743998289495, -109.25136325124899 31.418374865457466, -109.25136284790544 31.422005730065926, -109.25559489744718 31.422004068891617, -109.25982691914116 31.42200240695063, -109.26405896958126 31.422000745776256, -109.26405929027982 31.418368990943325))"
3379,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,644.15,surface,Cochise,19S,27E,11,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.56475441259366 31.78750027854646, -109.56048340491466 31.78748622342314, -109.5562123693879 31.78747214080897, -109.556598183226 31.791115699638546, -109.55698399796246 31.794759230153137, -109.55736981090226 31.798402789591538, -109.55775562474034 31.802046346622515, -109.56200399217924 31.80205970784208, -109.56625238477096 31.802073096544067, -109.57050216885304 31.802086511964966, -109.5747519789863 31.802099928910852, -109.5743881127872 31.798457063418986, -109.57402421874033 31.794814199391425, -109.5736603507446 31.79117130783975, -109.57329648544383 31.787528443764096, -109.56902544991708 31.787514361156358, -109.56475441259366 31.78750027854646))"
3380,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,160.0,160.87,surface,Cochise,21S,28E,13,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.4396243010495 31.596844342496002, -109.43962947983712 31.600478866826922, -109.43963468647252 31.60411339315907, -109.44388849500707 31.60411843430748, -109.44814233138942 31.60412333774025, -109.44813868153443 31.600487285391168, -109.44813500383164 31.59685126093909, -109.44387966726278 31.59684780095245, -109.4396243010495 31.596844342496002))"
3381,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,160.0,160.74,surface,Cochise,21S,28E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.46515070509386 31.604120199359684, -109.46090034159842 31.604126518965455, -109.45664995025518 31.604132699325294, -109.45665206938095 31.60776994359124, -109.45665419030334 31.611407190359248, -109.46090363661888 31.61139997999279, -109.46515308383273 31.611392771920773, -109.46515190883635 31.60775649927024, -109.46515070509386 31.604120199359684))"
3382,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,80.0,80.5,surface,Cochise,21S,28E,10,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.48217245111962 31.625909628323193, -109.48217136146319 31.6222759690117, -109.48217024395896 31.618642309319622, -109.47791082544545 31.618647381044887, -109.4779112216025 31.622282708099874, -109.4779116168612 31.62591795050433, -109.48217245111962 31.625909628323193))"
3383,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,641.72,surface,Cochise,20S,25E,26,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.76353111595725 31.65664758691684, -109.75928207837515 31.65663203233258, -109.75503306864083 31.65661644792429, -109.75503234370039 31.6602447971263, -109.75503164481111 31.66387314532972, -109.75503158642061 31.664236024807483, -109.75503069619016 31.667501494802803, -109.75502969367031 31.671129843226137, -109.75928864865315 31.671145619391687, -109.76354760453428 31.671161394025457, -109.76780656131376 31.671177170185654, -109.7720654884488 31.671192973866347, -109.77205643612568 31.667564405421185, -109.77204735415815 31.66393583590869, -109.77203827308897 31.66030729440997, -109.77202919201974 31.65667872436961, -109.76778015443766 31.65666316902596, -109.76353111595725 31.65664758691684))"
3384,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,642.46,surface,Cochise,20S,25E,34,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.78903298701118 31.649477115549992, -109.78902573940348 31.645847103242186, -109.78901851874521 31.642217062375604, -109.78752148620572 31.642210822598308, -109.7847637023009 31.642199311244305, -109.78327486599004 31.642193126529474, -109.78050888765323 31.642182171927725, -109.77903138358965 31.642175876319723, -109.77625437843274 31.64216408734893, -109.77478793083368 31.642157846803304, -109.77199984136448 31.64214669794512, -109.77200719946497 31.64577971105603, -109.77201453151432 31.649412725200225, -109.77202186176702 31.653045710529167, -109.77202919201974 31.65667872436961, -109.77628375783411 31.656693334599332, -109.78053832454678 31.656707945591357, -109.78479289036112 31.656722556581144, -109.78904745617547 31.656737166803975, -109.78904020766944 31.653107155863232, -109.78903298701118 31.649477115549992))"
3385,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,640.55,surface,Cochise,20S,25E,15,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.78909880208049 31.69297487439087, -109.78909913715208 31.689354528899617, -109.78909944347758 31.685734155310648, -109.78484290406455 31.68572010232021, -109.78058636375323 31.685706023337517, -109.77632985218797 31.68569194358832, -109.77207331187662 31.685677863072552, -109.77207255998671 31.68929854461112, -109.77207183504629 31.692919252297553, -109.77207111010586 31.696539933364882, -109.7720703851654 31.700160641291383, -109.77632731534561 31.700174358862405, -109.78058427247522 31.700188103181716, -109.78484122960487 31.700201849027614, -109.78909818763283 31.700215594871466, -109.78909849485663 31.696595249086574, -109.78909880208049 31.69297487439087))"
3386,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,40.0,40.1,surface,Cochise,20S,25E,10,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.78483847806515 31.703828583950152, -109.7890949069854 31.703841885218655, -109.78909818763283 31.700215594871466, -109.78484122960487 31.700201849027614, -109.78483847806515 31.703828583950152))"
3387,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,4.04,3.15,surface,Cochise,20S,25E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.7550394619507 31.695035118613696, -109.75503897506383 31.696505117584405, -109.75620220442354 31.696507551196518, -109.75552272053928 31.695032548146575, -109.7550394619507 31.695035118613696))"
3388,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,360.0,360.84,surface,Cochise,20S,25E,27,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.78057306689038 31.6712178036291, -109.784826855662 31.671230218890283, -109.78908064533195 31.67124263338528, -109.78907234040715 31.66761625964774, -109.78906403727898 31.663989914068463, -109.78905573325251 31.660363540858793, -109.7848013884237 31.660349624719306, -109.78054701754378 31.660335543419183, -109.77629264486718 31.660321487349407, -109.77630153279863 31.663949556539684, -109.77631039108564 31.667577513865364, -109.77631927811875 31.671205389130847, -109.78057306689038 31.6712178036291))"
3389,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,643.29,surface,Cochise,23S,28E,12,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.46060825168883 31.444194119034393, -109.46061096819425 31.44055351400153, -109.46061368649629 31.436912908564217, -109.45637352516752 31.43690862637422, -109.45213336473708 31.43690431659165, -109.4478932321544 31.43690000757529, -109.44365307262225 31.43689569702585, -109.4436492718503 31.440535693056294, -109.44364550072272 31.444175661139482, -109.44364172869683 31.44781562807589, -109.4436379288232 31.451455595372565, -109.44787914477412 31.45146054361104, -109.45212038767447 31.451465463494824, -109.45636160272709 31.451470384144645, -109.46060281777969 31.451475303261507, -109.46060553428511 31.44783472516994, -109.46060825168883 31.444194119034393))"
3390,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,360.0,360.29,surface,Cochise,23S,28E,23,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.47331802685862 31.415150289093134, -109.47331824425092 31.41151937761542, -109.47754973863384 31.41151318833985, -109.47754973414227 31.407882583084845, -109.47331846254156 31.407888411487352, -109.46908721699197 31.407894211521832, -109.46908674986803 31.41152545495769, -109.46908630969352 31.415156671320513, -109.46485456647729 31.41516291555332, -109.46062282146441 31.415169021791684, -109.46062190967442 31.41880062761363, -109.46062097183327 31.422432205519012, -109.46485315881723 31.422425405237053, -109.46908537544566 31.42241857735791, -109.47331759207404 31.422411776308333, -109.47331780946634 31.418781060041756, -109.47331802685862 31.415150289093134))"
3391,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,641.48,surface,Cochise,13S,21E,28,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-110.20866321319276 32.28139041792391, -110.21294460719307 32.281388372677924, -110.21722600299002 32.28138635629166, -110.21721771603153 32.27775313213931, -110.21720942997135 32.27411988018728, -110.21720111606339 32.27049607215608, -110.21719277610428 32.266872237128624, -110.21291708011782 32.2668717266848, -110.20864135718189 32.26687121624092, -110.20436563424599 32.2668707065567, -110.20008991131006 32.26687019611282, -110.20009255235698 32.270501281209526, -110.20009516735279 32.27413233948974, -110.20009780839973 32.277763395234516, -110.20010042339551 32.281394480315456, -110.20438181829414 32.28139243582905, -110.20866321319276 32.28139041792391))"
3392,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,642.47,surface,Coconino,29N,2W,28,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-112.50328544403247 35.87557756558454, -112.50773093687897 35.87557342821646, -112.51217640187774 35.87556926391599, -112.51217026818097 35.871925231484134, -112.51216413628083 35.86828120033772, -112.51215797563462 35.8646371683231, -112.51215184283619 35.860993136926346, -112.50770210185668 35.86099333058267, -112.5032523617755 35.86099352351096, -112.49880260372798 35.86099372444756, -112.49435288969796 35.860993937032646, -112.49436329937546 35.86464191122829, -112.49437370995129 35.868289914069656, -112.49438412052713 35.87193788801598, -112.49439450235687 35.875585891272806, -112.49883996466068 35.875581709503436, -112.50328544403247 35.87557756558454))"
3393,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,0.59,0.55,surface,Coconino,30N,1W,10,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-112.37878191548381 36.001955005349906, -112.37932807590522 36.001965109863164, -112.37933183625299 36.001556791003736, -112.3787853461499 36.00155349597364, -112.37878191548381 36.001955005349906))"
3394,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,643.08,surface,Coconino,30N,1W,8,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-112.42295226395525 35.99918345141575, -112.42294606917304 35.99555896222211, -112.42293987528916 35.99193450125405, -112.41845525811708 35.99193826548918, -112.4139706418433 35.99194203117779, -112.40948602646785 35.9919458237588, -112.40500143894015 35.99194958944705, -112.40501110660922 35.99557835379058, -112.40502080392274 35.99920714523703, -112.40503050842274 36.00283594776464, -112.40504021471938 36.00646475988871, -112.40952133205514 36.00645668996532, -112.41400244759423 36.00644862149445, -112.41848356313336 36.006440553022806, -112.42296467867246 36.00643248237022, -112.42295847041554 36.00280797679517, -112.42295226395525 35.99918345141575))"
3395,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,639.6,641.65,surface,Coconino,30N,1W,1,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-112.3514320419055 36.01384324186766, -112.35141225561304 36.01020295608004, -112.35139244147284 36.006562671502245, -112.3469398537322 36.00656715737087, -112.34248726688986 36.006571671580254, -112.33803468004754 36.006576156721714, -112.3335820923069 36.00658064331627, -112.33357382061978 36.01021301157691, -112.3335655758821 36.01384535198591, -112.33355730329664 36.01747769285414, -112.33354905855897 36.0211100617608, -112.33802992706138 36.021105630484996, -112.34251079376716 36.02110117305289, -112.34699169011735 36.02109674322972, -112.35147255682311 36.02109231267978, -112.3514523546107 36.01747688779107, -112.3514320419055 36.01384324186766))"
3396,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,638.59,637.75,surface,Coconino,30N,1W,6,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-112.4408354494227 36.01369208052568, -112.4408370178812 36.01009162904431, -112.4408385584919 36.006491178072494, -112.43635738635895 36.006475025149804, -112.43189407632707 36.00645892817917, -112.42742937749976 36.0064457198097, -112.42296467867246 36.00643248237022, -112.42298555551967 36.01005646235875, -112.42300640182415 36.01368044070089, -112.42302661122311 36.01730492016928, -112.42304701555645 36.02096564737938, -112.42753127250414 36.020950024178106, -112.43201555640125 36.020934371184836, -112.4364953397388 36.02091335763224, -112.44083231430237 36.02089298199352, -112.44083388186253 36.01729253103409, -112.4408354494227 36.01369208052568))"
3397,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,625.47,surface,Coconino,25N,7E,12,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.59868674543614 35.556314197360024, -111.59437772374928 35.55627562543664, -111.5900686733163 35.55623705203308, -111.59005724225432 35.55776731248259, -111.59004179482467 35.55983138998461, -111.59003036286438 35.561362512087385, -111.5900149172314 35.56342572897939, -111.59000345742332 35.564957711915184, -111.58998803784145 35.56702009456388, -111.58997657713506 35.56855288270896, -111.58996285447078 35.57061443336563, -111.59438452040271 35.570669449839976, -111.59880618723295 35.5707244655459, -111.6032289949236 35.57077953674626, -111.60765179991931 35.57083458160402, -111.60756556255035 35.567223771293655, -111.60747935123254 35.56361298971653, -111.6073931399147 35.560002208404846, -111.60730692949522 35.55639139961656, -111.60299685228789 35.55635279776671, -111.59868674543614 35.556314197360024))"
3398,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,613.08,surface,Coconino,25N,7E,15,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.63309723431551 35.55642867501252, -111.63733717376041 35.556419055250686, -111.64157711230699 35.55640943475688, -111.64153953488035 35.55278337788623, -111.64150195655537 35.54915732071989, -111.64146440517987 35.54553123770522, -111.64142682775322 35.54190518003455, -111.63713330739489 35.54194174364153, -111.63283981488433 35.54197833427703, -111.62854732309701 35.542014896388764, -111.62425485825912 35.542051459214825, -111.62434598964977 35.54565057380846, -111.62443712104039 35.549249687668144, -111.62452825422766 35.55284880149608, -111.62461938471996 35.55644791526359, -111.62885832433994 35.556438295504016, -111.63309723431551 35.55642867501252))"
3399,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.16,643.4,surface,Coconino,25N,7E,1,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.59880618723295 35.5707244655459, -111.59438452040271 35.570669449839976, -111.58996285447078 35.57061443336563, -111.58992917034257 35.57219047007167, -111.58988480524562 35.574267463059115, -111.58985145618904 35.57582805593635, -111.5898334530524 35.577920494946646, -111.58982363266973 35.579465698722096, -111.58980560168534 35.58155813694775, -111.58979483447837 35.58317622792126, -111.58979469434118 35.58519147439501, -111.5942387534765 35.58527818330583, -111.59853839405686 35.58536208533274, -111.59868281261183 35.585366280906634, -111.60297222946593 35.585491792972455, -111.60312648367496 35.58549632094127, -111.60740603792556 35.58562155592403, -111.60744266583295 35.58194211028957, -111.6074791257554 35.578270080882156, -111.60756544846431 35.57455233129813, -111.60765179991931 35.57083458160402, -111.6032289949236 35.57077953674626, -111.59880618723295 35.5707244655459))"
3400,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,650.22,647.16,surface,Coconino,25N,8E,6,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.58085923844831 35.56854648463173, -111.5764423758082 35.568540495019626, -111.57202551316809 35.568534504676414, -111.57202838059048 35.57217523185213, -111.57203124621624 35.57581595943655, -111.57203408579086 35.57945668666931, -111.5720369514166 35.58309738575891, -111.57220790081519 35.583098247837505, -111.57645876287563 35.5831204288241, -111.57664290403413 35.5831214019498, -111.5808805734363 35.5831435018362, -111.58107790904971 35.58314422364398, -111.58520793782296 35.58315940644488, -111.58551399833183 35.58316049061746, -111.58979483447837 35.58317622792126, -111.58980560168534 35.58155813694775, -111.58982363266973 35.579465698722096, -111.5898334530524 35.577920494946646, -111.58985145618904 35.57582805593635, -111.58988480524562 35.574267463059115, -111.58992917034257 35.57219047007167, -111.58996285447078 35.57061443336563, -111.58997657713506 35.56855288270896, -111.5852854058381 35.568549502454864, -111.58085923844831 35.56854648463173))"
3401,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,634.87,surface,Coconino,25N,8E,8,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.57206111250449 35.56133015928474, -111.57207891172354 35.5577279592956, -111.57209671094257 35.554125786701675, -111.56766674098417 35.55412398956785, -111.56323677192407 35.55412219243392, -111.55880677501618 35.554120396761725, -111.55437680505779 35.55411859889693, -111.55438022314745 35.55774079956394, -111.55438364303373 35.561363001705516, -111.55438706112338 35.56498520236923, -111.55439050795913 35.56860740298733, -111.5587992588122 35.56858919960633, -111.56320801056361 35.5685709677236, -111.56761676321332 35.56855273656743, -111.57202551316809 35.568534504676414, -111.57204331328545 35.56493233183106, -111.57206111250449 35.56133015928474))"
3402,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.32,639.78,surface,Coconino,25N,8E,4,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.55443176129191 35.575893665314354, -111.55441112070163 35.57225054830419, -111.55439050795913 35.56860740298733, -111.54996058920469 35.568622495744094, -111.54553069919632 35.568637588498056, -111.54110080828967 35.56865268124913, -111.53667091738299 35.56866777472807, -111.53668266555029 35.572279921394454, -111.53669441461588 35.57589209516726, -111.53670024468207 35.579510298687694, -111.53670613134213 35.58315019463037, -111.54114266529032 35.58315171057261, -111.54557916959412 35.583153255737855, -111.55001567569452 35.58315477314121, -111.55445220874441 35.58315631684523, -111.55444201286593 35.579528644247475, -111.55443176129191 35.575893665314354))"
3403,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,649.23,651.19,surface,Coconino,25N,8E,18,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.57213497827537 35.546868804367826, -111.5721158441598 35.55049730966999, -111.57209671094257 35.554125786701675, -111.57652381886848 35.55414091580449, -111.58095089984494 35.554156018594234, -111.58538222895439 35.55416359300945, -111.59007917552029 35.554172113129454, -111.5900924409421 35.55262018734322, -111.59011033358591 35.55052888773551, -111.59012340407331 35.54900334877052, -111.590141518601 35.546885661238385, -111.59015433935674 35.54538648372165, -111.59017270451442 35.543242435860556, -111.59018530158964 35.54176961780535, -111.59018066628278 35.53959921017004, -111.58551511403941 35.5396014659487, -111.58107206461048 35.53960352875077, -111.57662265421101 35.53960767482192, -111.57217321686204 35.53961182162384, -111.57215411149258 35.54324032637203, -111.57213497827537 35.546868804367826))"
3404,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,637.81,surface,Coconino,25N,8E,9,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.54553069919632 35.568637588498056, -111.54996058920469 35.568622495744094, -111.55439050795913 35.56860740298733, -111.55438706112338 35.56498520236923, -111.55438364303373 35.561363001705516, -111.55438022314745 35.55774079956394, -111.55437680505779 35.55411859889693, -111.54994916892247 35.55413566253246, -111.54552153278716 35.55415272616436, -111.54109389485524 35.55416981829539, -111.53666623087217 35.554186881920025, -111.53666742383484 35.55780711144179, -111.53666858894978 35.5614273418849, -111.53666975316638 35.56504754325971, -111.53667091738299 35.56866777472807, -111.54110080828967 35.56865268124913, -111.54553069919632 35.568637588498056))"
3405,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,639.17,surface,Coconino,26N,5E,8,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.89107921299103 35.650344515871495, -111.89107537808309 35.646717507342196, -111.89107154227683 35.6430904983998, -111.88663187859818 35.64308648032911, -111.88219221312293 35.64308246225827, -111.87775254854596 35.64307841644616, -111.87331288396899 35.64307439764488, -111.87331502016275 35.64669393582551, -111.87331715545815 35.65031350200939, -111.8733192898553 35.65393304068885, -111.87332142604903 35.65755257884437, -111.87776279023849 35.65756406739398, -111.88220415442798 35.65757555594194, -111.88664551771916 35.65758704448824, -111.89108688101031 35.657598534492664, -111.89108304700068 35.65397152541815, -111.89107921299103 35.650344515871495))"
3406,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,480.0,482.05,surface,Coconino,26N,4E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.94359080425275 35.63583978379704, -111.9435964843003 35.63221077996567, -111.94360216255123 35.6285817749278, -111.93914364143812 35.62859000528964, -111.93468511942672 35.62859823565063, -111.93022659741533 35.62860643680444, -111.92576807630223 35.62861466789387, -111.925761419786 35.63224059030492, -111.92575476326974 35.63586651178893, -111.93021378654105 35.63586008696717, -111.93467278376124 35.63585346720997, -111.93466662850491 35.63948077909444, -111.93466044809577 35.64310806066591, -111.93911997352534 35.643102939525, -111.94357947290378 35.64309779210276, -111.94358515295131 35.6394687871225, -111.94359080425275 35.63583978379704))"
3407,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,614.71,surface,Coconino,25N,7E,13,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.59862308632353 35.541819459939596, -111.59440417823609 35.54179455422635, -111.59018530158964 35.54176961780535, -111.59017270451442 35.543242435860556, -111.59015433935674 35.54538648372165, -111.590141518601 35.546885661238385, -111.59012340407331 35.54900334877052, -111.59011033358591 35.55052888773551, -111.5900924409421 35.55262018734322, -111.59007917552029 35.554172113129454, -111.5900686733163 35.55623705203308, -111.59437772374928 35.55627562543664, -111.59868674543614 35.556314197360024, -111.60299685228789 35.55635279776671, -111.60730692949522 35.55639139961656, -111.60724541466118 35.55276086838669, -111.60718389982716 35.549130337918186, -111.60712235714536 35.54549980604781, -111.60706084231134 35.5418693027739, -111.60284196296996 35.54184436783802, -111.59862308632353 35.541819459939596))"
3408,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,641.17,surface,Coconino,25N,6E,9,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.76559857343315 35.56356561134519, -111.76561982757276 35.55994856213816, -111.76564108261068 35.55633148635133, -111.76120047210775 35.55635387426313, -111.75675989124919 35.55637626216866, -111.75231928164456 35.55639865006794, -111.74787867293824 35.55642097291812, -111.74782930242853 35.56004277211739, -111.74777995976662 35.56366457061656, -111.74773061530804 35.56728639907671, -111.74768127264612 35.57090819681752, -111.75214997077306 35.57088112780963, -111.75661866890002 35.57085398791598, -111.76108736702695 35.570826876509926, -111.76555606335727 35.570799735867205, -111.76557731929351 35.56718266025279, -111.76559857343315 35.56356561134519))"
3409,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.56,640.09,surface,Coconino,25N,7E,5,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.67686366879416 35.57791286140447, -111.67684444394878 35.57429072420821, -111.67682521820505 35.570668586166256, -111.67239618968107 35.570661651932575, -111.66796713241098 35.57065474692583, -111.66353699087435 35.57064781196025, -111.65910685023603 35.57064090476027, -111.659115793863 35.574272876486475, -111.65912473659165 35.57790487570152, -111.65913434497193 35.581533653441426, -111.65914395604716 35.58516604154589, -111.66088196255996 35.58516827047285, -111.66359043344724 35.585172447062426, -111.66532924754547 35.58517512089791, -111.66803691264393 35.58517929821772, -111.66977655948044 35.58517947062892, -111.67246636337612 35.58518042473515, -111.67422362078545 35.585181043516165, -111.67689584105773 35.58518196840012, -111.67687969923041 35.581536555342225, -111.67686366879416 35.57791286140447))"
