,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,township,range,section,data_source,geometry
1354,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,161.58,176.29,subsurface,25,119,83,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-111.02273867457235 42.148233807114636, -111.02274364194825 42.15187737928816, -111.02274858257655 42.155464118769345, -111.02275071807435 42.157000662436815, -111.02275357666412 42.15907471916159, -111.02275921320769 42.161141137456056, -111.02291683176648 42.16114094012665, -111.02783427399848 42.16113531830031, -111.02783624972177 42.15906823327804, -111.02783967142153 42.15550363241884, -111.02784317673532 42.15188744837906, -111.02784668186511 42.148271097747774, -111.02784901917778 42.14588299354816, -111.02287926918888 42.145892088377316, -111.02273548420752 42.145892340759154, -111.02273867457235 42.148233807114636))"
1355,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,659.8,631.41,subsurface,25,119,90,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-110.9545530066946 42.148387343682316, -110.95451872265237 42.15198447399009, -110.95448480048594 42.155581604089775, -110.95445318438543 42.15921859521295, -110.95443534903468 42.161129156782664, -110.95507020753774 42.16112765067666, -110.95993057303046 42.16111626811166, -110.96481018804731 42.16110463504231, -110.96968155503691 42.16110008535008, -110.97382411268188 42.161099960838925, -110.97384017163637 42.1591048728548, -110.97386212229759 42.15553668758171, -110.97388832235195 42.15194705826614, -110.97391471751718 42.148357594309545, -110.97392672120165 42.14672849864561, -110.96979991329394 42.14673940084223, -110.96492412840249 42.14674358844641, -110.96411842857992 42.1467442626555, -110.96007165050241 42.146747636613384, -110.959219004429 42.146748283344316, -110.95521914659722 42.146751323686175, -110.95456859159093 42.14675180309115, -110.9545530066946 42.148387343682316))"
1356,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,166.6,156.47,subsurface,25,119,97,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-110.97381024923112 42.16274094592394, -110.97379532917957 42.16470164497349, -110.97379740884435 42.166345658230576, -110.97377890629762 42.168270079894604, -110.9744031808639 42.16827257400203, -110.97919495995531 42.16829163641197, -110.98336285223915 42.168308037028005, -110.98338077309053 42.16634567107512, -110.98341558500067 42.16274082035803, -110.98342661754005 42.161099917322645, -110.97925489049153 42.16110001623634, -110.97446350013881 42.161100009215986, -110.97382411268188 42.161099960838925, -110.97381024923112 42.16274094592394))"
1357,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,319.89,321.03,subsurface,25,118,38,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-110.8469261281295 42.104915791186485, -110.84688882332011 42.10853453632183, -110.84685165993106 42.112140448173776, -110.84681368780575 42.1158252198228, -110.84680155039162 42.11700463526453, -110.84805146398377 42.117000735037124, -110.85292174958538 42.116985493739065, -110.85650120467929 42.11697415413332, -110.85651211985228 42.11568682316017, -110.8565424534503 42.112109494674435, -110.8565730067084 42.108505999021006, -110.85660361644196 42.10490244964792, -110.85662500482903 42.102385038268665, -110.8530504939661 42.10238843324027, -110.84819723438792 42.1023928677349, -110.8469521554994 42.10239396372922, -110.8469261281295 42.104915791186485))"
1358,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,159.95,subsurface,30,67,12,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-104.83864780342688 42.580599200628704, -104.8337811510845 42.58064988382555, -104.83374125737306 42.58428403520806, -104.83370139308511 42.58791815883079, -104.83859474086807 42.58787280776978, -104.84348806123361 42.58782723476934, -104.84350125880633 42.584187861063526, -104.84351445481651 42.58054851558357, -104.83864780342688 42.580599200628704))"
1359,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,166.7,169.13,subsurface,25,119,125,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-110.98333830917024 42.17723291548877, -110.98329874661103 42.18085293288029, -110.98325173969961 42.183670694017586, -110.98388132084892 42.18367440921391, -110.98872551716757 42.18370291334325, -110.99286690584256 42.18372711916279, -110.99289838499477 42.18089672130589, -110.992913471313 42.17953986780839, -110.99293869857284 42.17727398261948, -110.99295336800034 42.1759546000907, -110.98879147687424 42.175936199316475, -110.98398164307841 42.17591324945663, -110.9833479217184 42.175909282785824, -110.98333830917024 42.17723291548877))"
1360,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,677.32,670.23,subsurface,25,118,72,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-110.89548163372464 42.17717993860648, -110.89544588120197 42.180824792882824, -110.89543368672282 42.18207045532179, -110.89541051901423 42.18443361903365, -110.89537451770931 42.188056334328785, -110.89516184237586 42.18948099468345, -110.89544504850436 42.18950185263338, -110.90031041107412 42.18986045930091, -110.90481278741984 42.190192099253295, -110.9051758845734 42.19021884391237, -110.91001980186518 42.19057481141114, -110.91104103872372 42.190650994203565, -110.9139991300928 42.19086704039081, -110.91459509892414 42.19087014472691, -110.91461310021774 42.1880466046698, -110.91463624108124 42.18442072378232, -110.91465943845843 42.18078956573644, -110.91468255101306 42.17717532375145, -110.9146977472872 42.17479791052132, -110.91125430231733 42.17480989045532, -110.90634824183392 42.17482719058671, -110.90151185110948 42.17484407346041, -110.8966965990139 42.17486065107812, -110.89550435620724 42.17486471772198, -110.89548163372464 42.17717993860648))"
1361,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,41.25,41.26,subsurface,29,70,2,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.21488955044036 42.5153600362864, -105.21008599364113 42.515370956811275, -105.21016227489474 42.519113361045, -105.21505005704233 42.51916910676852, -105.21488955044036 42.5153600362864))"
1362,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.9,40.54,subsurface,29,70,2,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.21008599364113 42.515370956811275, -105.20528252013305 42.51538168213147, -105.20527446357434 42.519057641130665, -105.21016227489474 42.519113361045, -105.21008599364113 42.515370956811275))"
1363,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,78.34,subsurface,29,70,2,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.21001174071866 42.51172616387418, -105.20528890818014 42.51177055566986, -105.20528252013305 42.51538168213147, -105.21008599364113 42.515370956811275, -105.21488955044036 42.5153600362864, -105.2147345723233 42.511681549596794, -105.21001174071866 42.51172616387418))"
1364,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,82.59,subsurface,29,70,1,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.20020042314889 42.511797837362344, -105.19511191134669 42.51182486890786, -105.19520185945528 42.515442411545465, -105.2002417032431 42.515412158271246, -105.20528252013305 42.51538168213147, -105.20528890818014 42.51177055566986, -105.20020042314889 42.511797837362344))"
1365,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.41,41.37,subsurface,29,70,1,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.2002417032431 42.515412158271246, -105.19520185945528 42.515442411545465, -105.19529264191108 42.51909251023124, -105.20028353941899 42.51907508955813, -105.2002417032431 42.515412158271246))"
1366,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.59,41.52,subsurface,29,70,1,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.20528252013305 42.51538168213147, -105.2002417032431 42.515412158271246, -105.20028353941899 42.51907508955813, -105.20527446357434 42.519057641130665, -105.20528252013305 42.51538168213147))"
1367,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,319.77,320.74,subsurface,24,119,38,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-110.88375245727649 42.01302567017421, -110.88378684855323 42.01664930133349, -110.883817767575 42.01990519184161, -110.88710613286474 42.01985522150377, -110.88878767750303 42.01985048464534, -110.89192111939965 42.01984009784644, -110.89362469334726 42.019838749181325, -110.89676666308262 42.01983638916139, -110.90162015223274 42.01986726432313, -110.90324097331296 42.019838444999884, -110.90323683369374 42.016633414760875, -110.90323216785563 42.01301328310115, -110.90323161264472 42.012588626756575, -110.90151112072614 42.012590002375404, -110.89665857616446 42.0125939882831, -110.89180564259638 42.01259766865088, -110.88703557396147 42.01261365213681, -110.88374856914471 42.01261609725081, -110.88375245727649 42.01302567017421))"
1368,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,319.92,321.14,subsurface,24,119,39,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-110.90323216785563 42.01301328310115, -110.90323683369374 42.016633414760875, -110.90324097331296 42.019838444999884, -110.90324150082152 42.02025351738076, -110.90324619441543 42.02385037225758, -110.90325038901713 42.02705359718798, -110.90645080533443 42.02704787538274, -110.91129009808989 42.027037251081225, -110.91304445228826 42.02701515261641, -110.91304620270682 42.02381376096834, -110.91301578592997 42.02022929635435, -110.91298486887538 42.01661299909087, -110.91295395319389 42.01299684053667, -110.91295909281665 42.01255435178277, -110.91121846122479 42.012576170609066, -110.90635755453876 42.012585100754066, -110.90323161264472 42.012588626756575, -110.90323216785563 42.01301328310115))"
1369,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,640.0,644.54,subsurface,24,117,81,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-110.63030495009663 42.08168575205063, -110.63030488016454 42.08530848185318, -110.63030483816127 42.088931239285316, -110.63030476812466 42.092553970003294, -110.63030472699512 42.096176699452094, -110.63500631231028 42.09618498933692, -110.6391833782889 42.09619220059268, -110.64402666415124 42.096200376757906, -110.64962486405749 42.09620954618119, -110.64980078647788 42.09620351747818, -110.64980744224897 42.092707897534844, -110.6498143727128 42.08908489038894, -110.649821305068 42.085462106251505, -110.649828347443 42.08179604533661, -110.64982862540128 42.081657464768824, -110.64959308859451 42.08165718909909, -110.64491008773575 42.08165145462058, -110.64004091133945 42.08164530402264, -110.63517193008722 42.081638930538205, -110.63030528349184 42.08163236400089, -110.63030495009663 42.08168575205063))"
1370,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,80.74,subsurface,31,92,1,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.79245775865543 42.688218276120175, -107.78749267396005 42.688249493849106, -107.78757286805745 42.69186574237288, -107.79253811950214 42.69183252363286, -107.79750184174497 42.691799084244444, -107.7974228140156 42.68818686355093, -107.79245775865543 42.688218276120175))"
1371,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,41.52,41.87,subsurface,31,92,1,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.79750184174497 42.691799084244444, -107.79253811950214 42.69183252363286, -107.79262109252969 42.69556299520924, -107.79758737047143 42.69556622157188, -107.79750184174497 42.691799084244444))"
1372,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,41.08,41.47,subsurface,31,92,1,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.79253811950214 42.69183252363286, -107.78757286805745 42.69186574237288, -107.78765481368396 42.695559768426754, -107.79262109252969 42.69556299520924, -107.79253811950214 42.69183252363286))"
1373,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,41.0,subsurface,38,87,26,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.25562294378308 43.23478106112552, -107.25574609785204 43.23840862540909, -107.26083323914013 43.238429834638, -107.2606784166178 43.23480471521198, -107.25562294378308 43.23478106112552))"
1374,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,162.16,subsurface,28,95,29,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-108.18378553502012 42.37520365673162, -108.18378014490801 42.37882171055345, -108.18872218552362 42.378867878345844, -108.19366422855832 42.37891404586253, -108.1936418663381 42.37525437939926, -108.19361947790408 42.37159474125862, -108.1887052153214 42.37159026969857, -108.18379095245399 42.37158560386326, -108.18378553502012 42.37520365673162))"
1375,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,48.17,47.89,subsurface,28,96,2,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-108.25154871338603 42.43332400692939, -108.25155607133003 42.437707825731266, -108.25582579277385 42.437743921778264, -108.25641114719863 42.437747280610985, -108.25640798315928 42.433402296762985, -108.25154871338603 42.43332400692939))"
1376,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,316.29,subsurface,28,96,2,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-108.24181428559301 42.425953575672914, -108.24183845154968 42.42956166393384, -108.24669056994944 42.429640396077204, -108.25154265890367 42.42971889022412, -108.25640537408562 42.429797291476135, -108.26126808951204 42.42987549776634, -108.2612695644819 42.42628643676368, -108.2612710384187 42.422697404611625, -108.2564008241774 42.42260947521222, -108.25153058092104 42.42252151793164, -108.24666035196154 42.42243349554821, -108.24179009292929 42.422345459697354, -108.24181428559301 42.425953575672914))"
1377,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,47.68,47.38,subsurface,28,96,2,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-108.25640798315928 42.433402296762985, -108.25641114719863 42.437747280610985, -108.26073114796276 42.43777073843292, -108.2612664178573 42.43777381909485, -108.26126739297939 42.43348039100345, -108.25640798315928 42.433402296762985))"
1378,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,49.13,48.59,subsurface,28,96,2,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-108.24185017122844 42.433176196722776, -108.24186830858484 42.437656293412644, -108.24603990029435 42.437660710706204, -108.24670101116585 42.43766652530733, -108.24669526321405 42.433250151034315, -108.24185017122844 42.433176196722776))"
1379,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,158.26,subsurface,28,96,2,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-108.24185017122844 42.433176196722776, -108.24669526321405 42.433250151034315, -108.25154871338603 42.43332400692939, -108.25640798315928 42.433402296762985, -108.26126739297939 42.43348039100345, -108.26126808951204 42.42987549776634, -108.25640537408562 42.429797291476135, -108.25154265890367 42.42971889022412, -108.24669056994944 42.429640396077204, -108.24183845154968 42.42956166393384, -108.24185017122844 42.433176196722776))"
1380,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,321.33,subsurface,28,83,9,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.76562820903932 42.40679730328958, -106.76558382735354 42.410434016244636, -106.77049352264675 42.4104618161805, -106.77540318991089 42.410489367209415, -106.78031285733749 42.41051675058405, -106.78522252461907 42.410543885233444, -106.78522432312549 42.406924450413534, -106.78522612050743 42.40330498956213, -106.78033773140052 42.40326888337009, -106.77544934188153 42.40323277706884, -106.7705609543647 42.4031966706737, -106.76567256397203 42.40316056415303, -106.76562820903932 42.40679730328958))"
1381,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,640.0,628.15,subsurface,28,83,8,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.78522432312549 42.406924450413534, -106.78522252461907 42.410543885233444, -106.7852207268191 42.41416334626386, -106.78521893001539 42.41778280827081, -106.79004195467276 42.41785627653234, -106.79486498019173 42.41792971607706, -106.79968797797382 42.41800318437814, -106.80451100428155 42.41807665296029, -106.80450052382562 42.41448152416562, -106.80449007009506 42.410886396493304, -106.80447959083352 42.407291268735875, -106.80446910914647 42.40369614014837, -106.79965836330068 42.403598337834296, -106.79484761535026 42.403500565408756, -106.7900368683915 42.40340276253842, -106.78522612050743 42.40330498956213, -106.78522432312549 42.406924450413534))"
1382,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,315.85,subsurface,28,83,15,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.75076080441856 42.388921347745516, -106.7459227709987 42.388943602147386, -106.74595861335939 42.39253406364135, -106.74599442827078 42.39612452416397, -106.74603026952595 42.399714957036124, -106.74606611214675 42.403305417925694, -106.75096773121396 42.40326921912115, -106.75586934237813 42.403232991165694, -106.75580172246669 42.399649724699884, -106.75573409940262 42.39606645824476, -106.75566647815039 42.392482776589596, -106.75559885741359 42.38889909319542, -106.75076080441856 42.388921347745516))"
1383,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,163.99,subsurface,32,77,70,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.11432527066023 42.721962333706095, -106.11168220321898 42.72201965063514, -106.1094119021007 42.72206807732933, -106.10677469488714 42.72212436471433, -106.106775056773 42.7223108383291, -106.1067851385134 42.7259297850121, -106.10679521925941 42.7295505105858, -106.10679541381431 42.72962359454765, -106.10885595456452 42.72955016917914, -106.1094368436959 42.729529471772125, -106.11170447751368 42.7294486574215, -106.11435007383125 42.72935436899355, -106.11661351424125 42.72927369255503, -106.11660312639653 42.72592727358356, -106.11660207059965 42.72559377325159, -106.11659104227314 42.722306103358726, -106.11658973724927 42.72191321402935, -106.11432527066023 42.721962333706095))"
1384,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,325.98,subsurface,32,79,32,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.33826433465086 42.69203301213468, -106.3332453868026 42.69208835822741, -106.32823121733976 42.69213726086295, -106.32321704679399 42.692186162558365, -106.32305014764981 42.69583459022945, -106.3228832471471 42.699483017683484, -106.32793733644644 42.69938339249665, -106.33299142527868 42.6992835467616, -106.33804806961001 42.69918342278394, -106.3431046872724 42.69908310298662, -106.34319397090259 42.695530370225306, -106.34328328282521 42.691977665605336, -106.33826433465086 42.69203301213468))"
1385,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,76.39,subsurface,32,80,2,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.38731292608648 42.76294173793405, -106.38241733588927 42.762945997942225, -106.38233766198684 42.76643755241026, -106.38721425196067 42.76642104228413, -106.39209084150275 42.76640433798508, -106.39220854435538 42.76293750486894, -106.38731292608648 42.76294173793405))"
1386,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,32.28,subsurface,32,80,31,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.47483345417336 42.69409177350801, -106.4710221712473 42.69414034024118, -106.47030767832499 42.69780727262861, -106.47434808262875 42.697752346845775, -106.47483345417336 42.69409177350801))"
1387,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,41.19,32.45,subsurface,32,80,31,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.48257077453768 42.693992837311384, -106.47870318389516 42.69404234781662, -106.47850538074496 42.69769569615129, -106.48254547963087 42.69764049131324, -106.48257077453768 42.693992837311384))"
1388,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,316.71,subsurface,28,70,17,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.27794506808644 42.39048544240823, -105.27308968186423 42.390474189537535, -105.27316582912871 42.394099622540324, -105.27324197803743 42.39772505369557, -105.27331729284896 42.401309957781045, -105.27339260804678 42.404894889702916, -105.27828071995795 42.40488939217203, -105.28316880401233 42.40488389503905, -105.28306359819322 42.40132710066205, -105.28295839237144 42.39777033670263, -105.28287941044174 42.39413351535768, -105.28280042920386 42.39049669484022, -105.27794506808644 42.39048544240823))"
1389,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,153.33,subsurface,28,71,14,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.3277936101162 42.39087820754704, -105.32300880888594 42.39091731562772, -105.32309909636527 42.394494970532136, -105.323189384773 42.398072652356745, -105.3278899338078 42.39802962853346, -105.33259045346017 42.3979864381314, -105.33258441956518 42.394412643193554, -105.33257841211474 42.39083887682266, -105.3277936101162 42.39087820754704))"
1390,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,153.75,subsurface,28,71,13,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.30879908792045 42.39806861704048, -105.30404348172124 42.39806689142125, -105.30399593165217 42.40159071449784, -105.30394838089313 42.405114508022514, -105.30884277183705 42.40511909398138, -105.31373713227538 42.40512345716248, -105.31364589893148 42.40159680308317, -105.3135546394786 42.398070148338896, -105.30879908792045 42.39806861704048))"
1391,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,309.85,subsurface,28,71,13,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.31819022622119 42.39095561891961, -105.31337158989037 42.390993727189255, -105.31346312891952 42.3945319381066, -105.3135546394786 42.398070148338896, -105.31364589893148 42.40159680308317, -105.31373713227538 42.40512345716248, -105.31863149423378 42.40512807033366, -105.32352585748617 42.40513249017632, -105.32335762120574 42.401602557103494, -105.323189384773 42.398072652356745, -105.32309909636527 42.394494970532136, -105.32300880888594 42.39091731562772, -105.31819022622119 42.39095561891961))"
1392,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,305.75,subsurface,28,70,15,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.2292148689653 42.39056808516358, -105.22437790161712 42.39057220290583, -105.22464002657988 42.39416646650689, -105.22490217809913 42.3977607313741, -105.22478704082926 42.401386774564344, -105.22467190357611 42.405012816224094, -105.22940798034607 42.40498503227938, -105.23414403081728 42.40495722208649, -105.23412091312517 42.401347624189164, -105.23409779568405 42.397738026356606, -105.23407481675021 42.39415101121604, -105.23405186600495 42.3905639958251, -105.2292148689653 42.39056808516358))"
1393,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,519.24,639.2,subsurface,22,119,40,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-110.94515823925963 41.8826078293349, -110.94515911805527 41.88622945705462, -110.9451599966409 41.88985127894001, -110.94516087550767 41.893473128192326, -110.9451640645713 41.8951895009096, -110.9499082827728 41.89520199416198, -110.95475689397544 41.895214791451366, -110.95960575484973 41.895227561303344, -110.96446225618965 41.89524035975652, -110.964539761142 41.89524035968789, -110.96452868245159 41.89350221058141, -110.96453161022447 41.88988094440018, -110.96453451184102 41.886259540517216, -110.96453741239273 41.88263819108686, -110.96453894774433 41.88075499120908, -110.9644299143583 41.880754991530935, -110.9595787743882 41.880743165423624, -110.95473004909884 41.88073131083961, -110.94988171382994 41.88071948396157, -110.94515777242152 41.88070796175365, -110.94515823925963 41.8826078293349))"
1394,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,318.87,subsurface,22,118,5,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-110.83884686113322 41.911612633847874, -110.83885355256994 41.91522943136354, -110.83886021663677 41.91884114685223, -110.83886577070196 41.92244250039945, -110.84371043435486 41.922434131330334, -110.84855232088732 41.922425762461394, -110.84854874035017 41.91882149188849, -110.84854524406941 41.915206137858696, -110.84853941372216 41.91158795103384, -110.84853358366637 41.90796973651543, -110.84368689029394 41.907982883423294, -110.83884019562525 41.907995834920754, -110.83884686113322 41.911612633847874))"
1395,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,640.0,633.2,subsurface,22,,64,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-110.5687913433021 41.9121055485456, -110.56878771932175 41.91572746301046, -110.56878409437857 41.919345127160014, -110.56878047067393 41.92296223536696, -110.56894153686619 41.92439258936852, -110.57355059995028 41.92439283416295, -110.57837875573748 41.92439288290593, -110.58321785608346 41.92439270904178, -110.58805692933035 41.92439234123827, -110.58825057564471 41.92439231168496, -110.58813270487346 41.9229902903185, -110.58814324696229 41.9193657927114, -110.5881537899272 41.91574104559828, -110.58816433197812 41.912108048994924, -110.58817032492476 41.910050208469, -110.58795856644365 41.910049543377816, -110.58310554882605 41.91003482810527, -110.57826905907048 41.91002016913027, -110.57363765875435 41.91002197960914, -110.57342887356164 41.91002214771871, -110.56879344713997 41.91002623738834, -110.5687913433021 41.9121055485456))"
1396,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,78.11,subsurface,33,100,19,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-108.85254555673919 42.82079305538628, -108.85265570392353 42.82435572139119, -108.85755569075708 42.82428521106029, -108.85744340633829 42.82074485042631, -108.85733114885839 42.817205687053956, -108.85243543943308 42.81723039028056, -108.85254555673919 42.82079305538628))"
