,state,university,rights_type,acres,gis_acres,managing_agency,county,section,block,data_source,geometry
1627,TX,Texas A&M,surface+subsurface,655.3,655.28,General Land Office,Upton,35,04,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.84310947625211 31.143892492571567, -101.86034157986964 31.143992165211678, -101.86045447025307 31.12943766273496, -101.84322497444484 31.129337985563463, -101.84310947625211 31.143892492571567))"
1628,TX,Texas A&M,surface+subsurface,655.3,655.32,General Land Office,Upton,34,04,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.8258768740696 31.14379081852853, -101.84310947625211 31.143892492571567, -101.84322497444484 31.129337985563463, -101.82599488125692 31.129235808395272, -101.8258768740696 31.14379081852853))"
1629,TX,Texas A&M,surface+subsurface,655.3,655.31,General Land Office,Upton,33,04,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.80864425302246 31.14368613665957, -101.8258768740696 31.14379081852853, -101.82599488125692 31.129235808395272, -101.80876527854913 31.1291316248957, -101.80864425302246 31.14368613665957))"
1630,TX,Texas A&M,surface+subsurface,655.3,655.29,General Land Office,Upton,32,04,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.79141265425814 31.14357946413626, -101.80864425302246 31.14368613665957, -101.80876527854913 31.1291316248957, -101.79153568033293 31.12902444924814, -101.79141265425814 31.14357946413626))"
1631,TX,Texas A&M,surface+subsurface,47.4,46.85,General Land Office,Reagan,31,04,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.7741800439908 31.14346978607569, -101.77541653006362 31.143477655978415, -101.77553369193623 31.128923049164314, -101.77430609379483 31.128915270329433, -101.7741800439908 31.14346978607569))"
1632,TX,Texas A&M,surface+subsurface,607.9,608.46,General Land Office,Upton,31,04,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.77541653006362 31.143477655978415, -101.79141265425814 31.14357946413626, -101.79153568033293 31.12902444924814, -101.77553369193623 31.128923049164314, -101.77541653006362 31.143477655978415))"
1633,TX,Texas A&M,surface+subsurface,655.3,655.27,General Land Office,Reagan,06,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.75694744180828 31.143358108887565, -101.7741800439908 31.14346978607569, -101.77430609379483 31.128915270329433, -101.75707698785541 31.128804591035518, -101.75694744180828 31.143358108887565))"
1634,TX,Texas A&M,surface+subsurface,655.3,655.23,General Land Office,Reagan,05,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.73971592658728 31.14324433415223, -101.75694744180828 31.143358108887565, -101.75707698785541 31.128804591035518, -101.73984797264583 31.128690822678657, -101.73971592658728 31.14324433415223))"
1635,TX,Texas A&M,surface+subsurface,655.3,655.26,General Land Office,Reagan,04,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.72248446346855 31.143128494922678, -101.73971592658728 31.14324433415223, -101.73984797264583 31.128690822678657, -101.72261850917693 31.1285739783202, -101.72248446346855 31.143128494922678))"
1636,TX,Texas A&M,surface+subsurface,655.3,655.28,General Land Office,Reagan,03,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.70525201310132 31.143009651657536, -101.72248446346855 31.143128494922678, -101.72261850917693 31.1285739783202, -101.7053890394198 31.128456142619036, -101.70525201310132 31.143009651657536))"
1637,TX,Texas A&M,surface+subsurface,655.3,655.23,General Land Office,Reagan,02,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.68802054998258 31.14288881769018, -101.70525201310132 31.143009651657536, -101.7053890394198 31.128456142619036, -101.6881600826007 31.128335314716143, -101.68802054998258 31.14288881769018))"
1638,TX,Texas A&M,surface+subsurface,655.3,655.24,General Land Office,Reagan,01,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.67078908327059 31.142765979942446, -101.68802054998258 31.14288881769018, -101.6881600826007 31.128335314716143, -101.67093112039174 31.12821247272896, -101.67078908327059 31.142765979942446))"
1639,TX,Texas A&M,surface+subsurface,641.5,641.44,General Land Office,Reagan,35,08,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.63687518577522 31.142517291602527, -101.6537436325011 31.14264213868339, -101.65388866280878 31.128088638611114, -101.63702220046136 31.12796379697924, -101.63687518577522 31.142517291602527))"
1640,TX,Texas A&M,surface+subsurface,641.5,641.45,General Land Office,Reagan,34,08,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.62000673365942 31.142390447642672, -101.63687518577522 31.142517291602527, -101.63702220046136 31.12796379697924, -101.6201567532102 31.127835960805136, -101.62000673365942 31.142390447642672))"
1641,TX,Texas A&M,surface+subsurface,641.5,641.45,General Land Office,Reagan,33,08,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.60313827525545 31.1422606088216, -101.62000673365942 31.142390447642672, -101.6201567532102 31.127835960805136, -101.60329128978935 31.12770712786933, -101.60313827525545 31.1422606088216))"
1642,TX,Texas A&M,surface+subsurface,641.5,641.45,General Land Office,Reagan,32,08,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.58626982763124 31.1421287700272, -101.60313827525545 31.1422606088216, -101.60329128978935 31.12770712786933, -101.58642483912003 31.127575288837686, -101.58626982763124 31.1421287700272))"
1643,TX,Texas A&M,surface+subsurface,641.5,641.44,General Land Office,Reagan,31,08,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.56940137731208 31.141994925869103, -101.58626982763124 31.1421287700272, -101.58642483912003 31.127575288837686, -101.5695593819874 31.127441446441704, -101.56940137731208 31.141994925869103))"
1644,TX,Texas A&M,surface+subsurface,641.5,641.42,General Land Office,Reagan,36,11,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.55253393400436 31.14185908325862, -101.56940137731208 31.141994925869103, -101.5695593819874 31.127441446441704, -101.55269393473625 31.127305614514487, -101.55253393400436 31.14185908325862))"
1645,TX,Texas A&M,surface+subsurface,641.5,641.46,General Land Office,Reagan,35,11,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.53566548009195 31.141721242955963, -101.55253393400436 31.14185908325862, -101.55269393473625 31.127305614514487, -101.53582748137197 31.127167769978183, -101.53566548009195 31.141721242955963))"
1646,TX,Texas A&M,surface+subsurface,641.5,641.42,General Land Office,Reagan,34,11,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.51879702438289 31.141580403895595, -101.53566548009195 31.141721242955963, -101.53582748137197 31.127167769978183, -101.51896201705283 31.127027945121185, -101.51879702438289 31.141580403895595))"
1647,TX,Texas A&M,surface+subsurface,641.5,641.4,General Land Office,Reagan,33,11,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.50192857226712 31.141437560971685, -101.51879702438289 31.141580403895595, -101.51896201705283 31.127027945121185, -101.50209656800502 31.12688510950139, -101.50192857226712 31.141437560971685))"
1648,TX,Texas A&M,surface+subsurface,641.5,641.38,General Land Office,Reagan,32,11,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.48506133826685 31.141292713406166, -101.50192857226712 31.141437560971685, -101.50209656800502 31.12688510950139, -101.48523131478996 31.126740257398037, -101.48506133826685 31.141292713406166))"
1649,TX,Texas A&M,surface+subsurface,671.3,671.25,General Land Office,Reagan,31,11,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.46745610771796 31.141139884038072, -101.48506133826685 31.141292713406166, -101.48523131478996 31.126740257398037, -101.46753407789137 31.126585752806637, -101.46745610771796 31.141139884038072))"
1650,TX,Texas A&M,surface+subsurface,680.6,680.53,General Land Office,Upton,01,05,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.86045447025307 31.12943766273496, -101.87837619344623 31.12953882389165, -101.87854267372627 31.11503082007641, -101.86056662940787 31.114929150474595, -101.86045447025307 31.12943766273496))"
1651,TX,Texas A&M,surface+subsurface,653.2,653.2,General Land Office,Upton,02,05,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.84322497444484 31.129337985563463, -101.86045447025307 31.12943766273496, -101.86056662940787 31.114929150474595, -101.84334046904428 31.11482947036794, -101.84322497444484 31.129337985563463))"
1652,TX,Texas A&M,surface+subsurface,653.2,653.23,General Land Office,Upton,03,05,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.82599488125692 31.129235808395272, -101.84322497444484 31.129337985563463, -101.84334046904428 31.11482947036794, -101.82611288485096 31.114727800550472, -101.82599488125692 31.129235808395272))"
1653,TX,Texas A&M,surface+subsurface,653.2,653.2,General Land Office,Upton,04,05,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.80876527854913 31.1291316248957, -101.82599488125692 31.129235808395272, -101.82611288485096 31.114727800550472, -101.80888629239769 31.114623115063992, -101.80876527854913 31.1291316248957))"
1654,TX,Texas A&M,surface+subsurface,653.2,653.2,General Land Office,Upton,05,05,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.79153568033293 31.12902444924814, -101.80876527854913 31.1291316248957, -101.80888629239769 31.114623115063992, -101.79165970623264 31.114516436006166, -101.79153568033293 31.12902444924814))"
1655,TX,Texas A&M,surface+subsurface,46.5,46.94,General Land Office,Reagan,06,05,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.77430609379483 31.128915270329433, -101.77553369193623 31.128923049164314, -101.77554864619076 31.12706522674582, -101.77568509129928 31.114415663371012, -101.77443212653088 31.114407759524838, -101.77430609379483 31.128915270329433))"
1656,TX,Texas A&M,surface+subsurface,606.7,606.26,General Land Office,Upton,06,05,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.77553369193623 31.128923049164314, -101.79153568033293 31.12902444924814, -101.79165970623264 31.114516436006166, -101.77568509129928 31.114415663371012, -101.77554864619076 31.12706522674582, -101.77553369193623 31.128923049164314))"
1657,TX,Texas A&M,surface+subsurface,653.2,653.19,General Land Office,Reagan,01,06,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.75707698785541 31.128804591035518, -101.77430609379483 31.128915270329433, -101.77443212653088 31.114407759524838, -101.75720553677256 31.114296074270328, -101.75707698785541 31.128804591035518))"
1658,TX,Texas A&M,surface+subsurface,653.2,653.21,General Land Office,Reagan,02,06,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.73984797264583 31.128690822678657, -101.75707698785541 31.128804591035518, -101.75720553677256 31.114296074270328, -101.73997901708285 31.114182299286107, -101.73984797264583 31.128690822678657))"
1659,TX,Texas A&M,surface+subsurface,653.2,653.19,General Land Office,Reagan,03,06,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.72261850917693 31.1285739783202, -101.73984797264583 31.128690822678657, -101.73997901708285 31.114182299286107, -101.722752553987 31.1140664737879, -101.72261850917693 31.1285739783202))"
1660,TX,Texas A&M,surface+subsurface,653.2,653.17,General Land Office,Reagan,04,06,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.7053890394198 31.128456142619036, -101.72261850917693 31.1285739783202, -101.722752553987 31.1140664737879, -101.70552608729787 31.1139486331462, -101.7053890394198 31.128456142619036))"
1661,TX,Texas A&M,surface+subsurface,653.2,653.18,General Land Office,Reagan,05,06,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.6881600826007 31.128335314716143, -101.7053890394198 31.128456142619036, -101.70552608729787 31.1139486331462, -101.68829861539395 31.113827812919908, -101.6881600826007 31.128335314716143))"
1662,TX,Texas A&M,surface+subsurface,653.2,653.16,General Land Office,Reagan,06,06,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.67093112039174 31.12821247272896, -101.6881600826007 31.128335314716143, -101.68829861539395 31.113827812919908, -101.67107265176139 31.11370497753239, -101.67093112039174 31.12821247272896))"
1663,TX,Texas A&M,surface+subsurface,674.0,674.08,General Land Office,Reagan,11,48,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.30167775687848 31.10289578943374, -101.3017768509358 31.117554238127717, -101.3193710852073 31.11746208445632, -101.31927200642134 31.102802640835062, -101.30167775687848 31.10289578943374))"
1664,TX,Texas A&M,surface+subsurface,674.2,674.02,General Land Office,Reagan,15,43,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.28408453141506 31.102984942853265, -101.28418360930267 31.117643396240847, -101.3017768509358 31.117554238127717, -101.30167775687848 31.10289578943374, -101.28408453141506 31.102984942853265))"
1665,TX,Texas A&M,surface+subsurface,299.9,303.14,General Land Office,Irion,14,43,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.26649028726209 31.103073096264282, -101.2665903739578 31.117731546040204, -101.27435533851018 31.11769264035066, -101.27455058554055 31.103032711600665, -101.26649028726209 31.103073096264282))"
1666,TX,Texas A&M,surface+subsurface,374.3,370.89,General Land Office,Reagan,14,43,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.27455058554055 31.103032711600665, -101.27435533851018 31.11769264035066, -101.28418360930267 31.117643396240847, -101.28408453141506 31.102984942853265, -101.27455058554055 31.103032711600665))"
1667,TX,Texas A&M,surface+subsurface,674.2,673.97,General Land Office,Irion,13,43,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.24890103325053 31.103087277504354, -101.24899612082169 31.117746730244594, -101.2665903739578 31.117731546040204, -101.26649028726209 31.103073096264282, -101.24890103325053 31.103087277504354))"
1668,TX,Texas A&M,surface+subsurface,674.2,673.97,General Land Office,Irion,12,43,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.23131069946402 31.10310172103018, -101.23140278935703 31.117760169463192, -101.24899612082169 31.117746730244594, -101.24890103325053 31.103087277504354, -101.23131069946402 31.10310172103018))"
1669,TX,Texas A&M,surface+subsurface,715.4,715.4,General Land Office,Irion,11,43,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.21271035476926 31.103186181538085, -101.212656432496 31.11784563438924, -101.23140278935703 31.117760169463192, -101.23131069946402 31.10310172103018, -101.21271035476926 31.103186181538085))"
1670,TX,Texas A&M,surface+subsurface,635.1,635.17,General Land Office,Irion,01,40,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.19607804728376 31.10325858674801, -101.1961621080348 31.117945046774512, -101.212656432496 31.11784563438924, -101.21271035476926 31.103186181538085, -101.19607804728376 31.10325858674801))"
1671,TX,Texas A&M,surface+subsurface,649.6,649.55,General Land Office,Irion,02,40,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.17917071877744 31.103332007977397, -101.17925478851161 31.118044477512857, -101.1961621080348 31.117945046774512, -101.19607804728376 31.10325858674801, -101.17917071877744 31.103332007977397))"
1672,TX,Texas A&M,surface+subsurface,629.0,628.87,General Land Office,Reagan,13,48,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.33685725753999 31.102709482145816, -101.33697231376156 31.11736693675619, -101.35311653151889 31.116498822638324, -101.35330207943915 31.101618010705288, -101.33685725753999 31.102709482145816))"
1673,TX,Texas A&M,surface+subsurface,650.0,649.95,General Land Office,Irion,03,40,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.16226339835595 31.103402432462694, -101.16234745192044 31.11810589934014, -101.17860576829526 31.11804848504085, -101.17925478851161 31.118044477512857, -101.17917071877744 31.103332007977397, -101.16226339835595 31.103402432462694))"
1674,TX,Texas A&M,surface+subsurface,648.7,648.81,General Land Office,Irion,04,40,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.14535608961255 31.10347185005274, -101.14543312553805 31.11812732587155, -101.16155444434044 31.11810791194699, -101.16234745192044 31.11810589934014, -101.16226339835595 31.103402432462694, -101.14535608961255 31.10347185005274))"
1675,TX,Texas A&M,surface+subsurface,646.6,646.51,General Land Office,Irion,05,40,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.12844976272774 31.10353727175826, -101.12852581050643 31.11814475025775, -101.14543312553805 31.11812732587155, -101.14535608961255 31.10347185005274, -101.12844976272774 31.10353727175826))"
1676,TX,Texas A&M,surface+subsurface,692.1,691.97,General Land Office,Irion,06,40,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.11032142791757 31.103605720097292, -101.11033745476054 31.118160210485204, -101.12852581050643 31.11814475025775, -101.12844976272774 31.10353727175826, -101.11032142791757 31.103605720097292))"
1677,TX,Texas A&M,surface+subsurface,651.9,651.82,General Land Office,Reagan,09,49,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.42149144363678 31.115996231725475, -101.43811667239781 31.116141069466412, -101.4380556273827 31.10103163939526, -101.42166740922791 31.100888789268307, -101.42149144363678 31.115996231725475))"
1678,TX,Texas A&M,surface+subsurface,666.2,666.3,General Land Office,Reagan,08,49,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.40461521211064 31.115848385164018, -101.42149144363678 31.115996231725475, -101.42166740922791 31.100888789268307, -101.40479816928962 31.10073994076887, -101.40461521211064 31.115848385164018))"
1679,TX,Texas A&M,surface+subsurface,666.2,666.12,General Land Office,Reagan,07,49,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.38774598834205 31.115696539973914, -101.40461521211064 31.115848385164018, -101.40479816928962 31.10073994076887, -101.38793094696744 31.10058909905704, -101.38774598834205 31.115696539973914))"
1680,TX,Texas A&M,surface+subsurface,691.6,695.55,General Land Office,Reagan,14,48,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.35330207943915 31.101618010705288, -101.35311653151889 31.116498822638324, -101.37087776619497 31.11554270033747, -101.37106564254843 31.10043539185696, -101.35330207943915 31.101618010705288))"
1681,TX,Texas A&M,surface+subsurface,666.2,666.04,General Land Office,Reagan,15,48,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.37087776619497 31.11554270033747, -101.38774598834205 31.115696539973914, -101.38793094696744 31.10058909905704, -101.37106564254843 31.10043539185696, -101.37087776619497 31.11554270033747))"
1682,TX,Texas A&M,surface+subsurface,674.2,673.91,General Land Office,Reagan,19,48,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.31916493532431 31.088143183462446, -101.31927200642134 31.102802640835062, -101.33685725753999 31.102709482145816, -101.33675018823958 31.08804803638643, -101.31916493532431 31.088143183462446))"
1683,TX,Texas A&M,surface+subsurface,674.2,674.18,General Land Office,Reagan,20,48,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.30157469586088 31.088234337812196, -101.30167775687848 31.10289578943374, -101.31927200642134 31.102802640835062, -101.31916493532431 31.088143183462446, -101.30157469586088 31.088234337812196))"
1684,TX,Texas A&M,surface+subsurface,674.4,674.18,General Land Office,Reagan,16,43,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.2839854517308 31.088323486529358, -101.28408453141506 31.102984942853265, -101.30167775687848 31.10289578943374, -101.30157469586088 31.088234337812196, -101.2839854517308 31.088323486529358))"
1685,TX,Texas A&M,surface+subsurface,331.6,314.41,General Land Office,Irion,17,43,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.26639919719398 31.088410643466794, -101.26649028726209 31.103073096264282, -101.27455058554055 31.103032711600665, -101.27474584874061 31.088369277876488, -101.26639919719398 31.088410643466794))"
1686,TX,Texas A&M,surface+subsurface,342.8,359.75,General Land Office,Reagan,17,43,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.27474584874061 31.088369277876488, -101.27455058554055 31.103032711600665, -101.28408453141506 31.102984942853265, -101.2839854517308 31.088323486529358, -101.27474584874061 31.088369277876488))"
1687,TX,Texas A&M,surface+subsurface,674.4,674.18,General Land Office,Irion,18,43,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.24880494226123 31.0884268316696, -101.24890103325053 31.103087277504354, -101.26649028726209 31.103073096264282, -101.26639919719398 31.088410643466794, -101.24880494226123 31.0884268316696))"
1688,TX,Texas A&M,surface+subsurface,674.4,674.01,General Land Office,Irion,19,43,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.23121962287061 31.088440261960027, -101.23131069946402 31.10310172103018, -101.24890103325053 31.103087277504354, -101.24880494226123 31.0884268316696, -101.23121962287061 31.088440261960027))"
1689,TX,Texas A&M,surface+subsurface,710.0,710.1,General Land Office,Irion,20,43,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.21276327991252 31.088523714655533, -101.21271035476926 31.103186181538085, -101.23131069946402 31.10310172103018, -101.23121962287061 31.088440261960027, -101.21276327991252 31.088523714655533))"
1690,TX,Texas A&M,surface+subsurface,640.2,640.06,General Land Office,Irion,12,40,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.19599397754959 31.08859713188844, -101.19607804728376 31.10325858674801, -101.21271035476926 31.103186181538085, -101.21276327991252 31.088523714655533, -101.19599397754959 31.08859713188844))"
1691,TX,Texas A&M,surface+subsurface,647.9,647.99,General Land Office,Irion,11,40,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.17908666521294 31.088669543603146, -101.17917071877744 31.103332007977397, -101.19607804728376 31.10325858674801, -101.19599397754959 31.08859713188844, -101.17908666521294 31.088669543603146))"
1692,TX,Texas A&M,surface+subsurface,647.9,647.98,General Land Office,Irion,10,40,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.16217935377458 31.088740959033522, -101.16226339835595 31.103402432462694, -101.17917071877744 31.103332007977397, -101.17908666521294 31.088669543603146, -101.16217935377458 31.088740959033522))"
1693,TX,Texas A&M,surface+subsurface,647.9,647.81,General Land Office,Irion,09,40,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.14528004632544 31.088810373491025, -101.14535608961255 31.10347185005274, -101.16226339835595 31.103402432462694, -101.16217935377458 31.088740959033522, -101.14528004632544 31.088810373491025))"
1694,TX,Texas A&M,surface+subsurface,640.6,640.66,General Land Office,Reagan,18,48,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.33675018823958 31.08804803638643, -101.33685725753999 31.102709482145816, -101.35330207943915 31.101618010705288, -101.35348941051522 31.086729929441233, -101.33675018823958 31.08804803638643))"
1695,TX,Texas A&M,surface+subsurface,647.9,647.94,General Land Office,Irion,08,40,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.12837272859888 31.088875789908787, -101.12844976272774 31.10353727175826, -101.14535608961255 31.10347185005274, -101.14528004632544 31.088810373491025, -101.12837272859888 31.088875789908787))"
1696,TX,Texas A&M,surface+subsurface,693.7,693.54,General Land Office,Irion,07,40,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.11030638562814 31.088945240424337, -101.11032142791757 31.103605720097292, -101.12844976272774 31.10353727175826, -101.12837272859888 31.088875789908787, -101.11030638562814 31.088945240424337))"
1697,TX,Texas A&M,surface+subsurface,642.3,642.42,General Land Office,Reagan,10,49,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.42166740922791 31.100888789268307, -101.4380556273827 31.10103163939526, -101.43799459943554 31.08592219472387, -101.42185037449171 31.085781349785314, -101.42166740922791 31.100888789268307))"
1698,TX,Texas A&M,surface+subsurface,666.2,666.24,General Land Office,Reagan,11,49,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.40479816928962 31.10073994076887, -101.42166740922791 31.100888789268307, -101.42185037449171 31.085781349785314, -101.40498113635005 31.08563250454062, -101.40479816928962 31.10073994076887))"
1699,TX,Texas A&M,surface+subsurface,695.7,695.75,General Land Office,Reagan,17,48,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-101.35348941051522 31.086729929441233, -101.35330207943915 31.101618010705288, -101.37106564254843 31.10043539185696, -101.37125165489768 31.085327320977694, -101.35348941051522 31.086729929441233))"
