,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,data_source,geometry
820,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,639.18,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-111.35155461009407 44.603608716182386, -111.34649054799598 44.60362942284914, -111.34142648515301 44.60365012862878, -111.33636239628315 44.603670807722544, -111.33636992231223 44.607295997873685, -111.33637747639762 44.6109211598594, -111.33638500300974 44.61454632299189, -111.33639252992626 44.61817148611894, -111.34144884025125 44.61814441913074, -111.34650515369484 44.61811732502259, -111.35156146271773 44.61809025853562, -111.35661777488784 44.618063191940166, -111.3566179991836 44.61444438983541, -111.35661822288942 44.610825616510844, -111.3566184486988 44.60720681261304, -111.35661867265819 44.60358803746628, -111.35155461009407 44.603608716182386))"
821,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,638.24,640.43,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-111.57180353364862 44.47384635280236, -111.56876846396338 44.47382319760092, -111.56675921975534 44.47380782397528, -111.5617149337365 44.47376948848222, -111.55667059228428 44.47373093132259, -111.55665757611813 44.47735720696064, -111.55664447691677 44.48098351043454, -111.5566240166383 44.4846157879091, -111.55662287632211 44.48481838199856, -111.55661369971595 44.48644762187937, -111.55660355650758 44.488248035573775, -111.56165664354117 44.4882647856577, -111.56168819895446 44.48826489705084, -111.56257217283368 44.48826784237942, -111.5667097024029 44.48828153534057, -111.56677287105337 44.48828172954578, -111.57176278944998 44.48828786893787, -111.5718613462466 44.48828800648029, -111.57681590521145 44.48829409081397, -111.57694979511827 44.48829425560268, -111.57692917600802 44.48476112124477, -111.5769078919879 44.481137486805714, -111.57689205649521 44.479223635745804, -111.57687788401746 44.47751107343249, -111.57684784863007 44.473884660273164, -111.57180353364862 44.47384635280236))"
822,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,560.0,567.09,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-111.6176378580643 44.437562875269464, -111.61761527777384 44.43393826988741, -111.61759269459365 44.430313692239956, -111.6125157010852 44.4303061338211, -111.60743870457705 44.430298351973626, -111.6023616551146 44.4302907093538, -111.60236282194211 44.43393901151872, -111.60236396272016 44.43758728509719, -111.5972726921579 44.43759497750071, -111.59726672280607 44.44125100088508, -111.59726075300772 44.444907052929956, -111.60236629920786 44.444883472908934, -111.60747181806381 44.444859640281514, -111.61257733633667 44.444835976036224, -111.61768285495036 44.444812087678926, -111.6176603573533 44.4411874824488, -111.6176378580643 44.437562875269464))"
823,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,480.0,484.58,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-111.60742576116805 44.423018498968936, -111.6074192869873 44.419378198167905, -111.60741281509311 44.415737869382426, -111.60234173109431 44.41573992097291, -111.5972706198677 44.41574174914733, -111.5972741510109 44.4193769961457, -111.59727768170428 44.42301224211898, -111.59728112796297 44.426647543816735, -111.59728460388928 44.43028284512325, -111.6023616551146 44.4302907093538, -111.60743870457705 44.430298351973626, -111.6125157010852 44.4303061338211, -111.61759269459365 44.430313692239956, -111.61758328175864 44.42666877953259, -111.61757383888336 44.423023839958056, -111.61249978627298 44.42302128072717, -111.60742576116805 44.423018498968936))"
824,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,,41.8,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-113.84028273569184 44.522265175116615, -113.84027462618526 44.525894874459354, -113.84532532962174 44.52589586898393, -113.84826068718549 44.52589634404691, -113.84822804494596 44.525864529324956, -113.8481185035176 44.52583569397576, -113.84790062952695 44.5257783423662, -113.84766120815684 44.52565797256435, -113.84737397546581 44.52548608806998, -113.84710274031842 44.52530850666373, -113.84682353200331 44.52512519811416, -113.84678517542125 44.52511056502716, -113.84619023849272 44.524883598279565, -113.84617690242956 44.52487851001037, -113.84600945123707 44.52474108352911, -113.8459432809177 44.52453417393144, -113.84593811986372 44.52451803596789, -113.84578651768783 44.52443207994549, -113.84572699418311 44.52442401238276, -113.84565870765906 44.52441475719758, -113.84560279889868 44.52436075557823, -113.84542755827998 44.52419149322583, -113.84533837500955 44.52412317988994, -113.84532896728024 44.52411597400842, -113.8451883150519 44.524008233823125, -113.84507670003643 44.52391089854004, -113.84459773198627 44.5237273133708, -113.8444382951185 44.523584177859796, -113.8443892814514 44.52347831247867, -113.84435884334381 44.52341256853321, -113.84438333322596 44.52321823400141, -113.84446401687208 44.52292679113872, -113.84445652808886 44.52273812972546, -113.84437534397803 44.52248781927058, -113.84436934543577 44.52246932498731, -113.84425926940301 44.522266386798606, -113.8442592493698 44.522266348959995, -113.84028273569184 44.522265175116615))"
825,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,440.0,441.71,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-111.3364259019029 44.545687426900344, -111.33135808968261 44.54569247025458, -111.3262903033519 44.545697513914575, -111.32122251650355 44.54570255726214, -111.31615473161193 44.54570760125364, -111.31612492378662 44.5493321525716, -111.32119943079825 44.54932894239187, -111.32117631640438 44.55295521610284, -111.32625752024212 44.552953505452734, -111.32624112737741 44.55657966781549, -111.32622471033908 44.5602058034911, -111.33130096806552 44.5602086202099, -111.33637719757081 44.56021143881798, -111.33638936680654 44.55658044426245, -111.33640153527199 44.55294944606706, -111.33641370520937 44.54931842267821, -111.3364259019029 44.545687426900344))"
826,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,320.0,320.8,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-111.34658659355775 44.53111382545581, -111.34153822412775 44.53111920197319, -111.33648985531079 44.53112457993545, -111.33647385437327 44.534765298858034, -111.33645787970333 44.538406016561055, -111.33644187703123 44.54204673627939, -111.3364259019029 44.545687426900344, -111.34148216084772 44.54566668928209, -111.34653841537154 44.545645949587616, -111.34655047479377 44.54201295315, -111.34656253199223 44.53837993052679, -111.34657456202503 44.53474687663686, -111.34658659355775 44.53111382545581))"
827,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,281.21,286.53,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-111.3162744949158 44.527554123698124, -111.31623057470256 44.53118737005394, -111.32129538801264 44.53117168659834, -111.32636020149178 44.53115597520116, -111.33142504279816 44.53114029142626, -111.33648985531079 44.53112457993545, -111.3365406095872 44.52746783192122, -111.33656023787687 44.52605456723955, -111.33612745307299 44.52561864112116, -111.33249980195505 44.52383352041741, -111.33185305300896 44.52383705336391, -111.33623047751115 44.52609742856718, -111.33620999241201 44.52746926076218, -111.33147418560429 44.52748962815661, -111.33152332779947 44.52383885317915, -111.32645526444189 44.523866426208265, -111.3213868406493 44.52389377709306, -111.31631844282694 44.523920877959156, -111.3162744949158 44.527554123698124))"
828,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,177.61,175.35,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-111.37685184935017 44.620219233252776, -111.37603109375887 44.61996294808569, -111.37407044793179 44.62032627047788, -111.37332246965454 44.62017428102927, -111.37179411166728 44.62005341423568, -111.37138464342914 44.62003164650217, -111.37031938495723 44.61975315127332, -111.36945089299884 44.61929278688228, -111.36728241403077 44.618940558587234, -111.36673774583306 44.618918049986746, -111.36579204601263 44.6188939174612, -111.36595601323774 44.61931428574404, -111.36673611151703 44.61980469935421, -111.36687364592002 44.6198868207905, -111.36772754107716 44.62166572197688, -111.36975915281658 44.62527698463692, -111.37056243362636 44.62676013169874, -111.37159232016182 44.627665284981106, -111.37177077312282 44.62782630160685, -111.37237312671233 44.62836395406556, -111.37265221981362 44.6288852812978, -111.37343730182977 44.63031896692595, -111.37423696152068 44.6324948582999, -111.37680075992854 44.632489474722206, -111.37681578983754 44.62887742090264, -111.37683084771352 44.625265395615635, -111.37684588061826 44.621653342729886, -111.37685184935017 44.620219233252776))"
829,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,359.4,359.5,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-111.39203938262303 44.607121065988544, -111.39202735695378 44.603504094299886, -111.38696546016847 44.60351885735199, -111.38190356496455 44.60353364678602, -111.37684167129183 44.60354843559194, -111.37684400099381 44.60716673919632, -111.37684633073894 44.61060417997066, -111.37718970774411 44.61078412183552, -111.38191478228778 44.610769669139344, -111.38698303973149 44.6107539099053, -111.38699184237575 44.614373434073805, -111.39206112695057 44.61435670214049, -111.3971304125519 44.614339747453855, -111.39711980290093 44.610721747045325, -111.39710452635285 44.60710552618185, -111.39203938262303 44.607121065988544))"
830,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,275.91,274.7,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-111.3566184486988 44.60720681261304, -111.35661822288942 44.610825616510844, -111.3566179991836 44.61444438983541, -111.36167608805974 44.61443682348574, -111.36167358982121 44.61081582553938, -111.36672895767471 44.610805843646865, -111.36672379390646 44.607199374280796, -111.36167112085455 44.60720321849567, -111.36166877756791 44.60377657536876, -111.36196785042186 44.60381514552602, -111.36296478296599 44.60371099103537, -111.36413580830842 44.6037823454805, -111.36504990055258 44.60369626737877, -111.36585890154417 44.60383284560821, -111.36671937543808 44.60411365853425, -111.36806811799501 44.60454345813174, -111.36875695777151 44.605540873916034, -111.36914464635598 44.606102217098794, -111.3701829763909 44.60673591170352, -111.37115272208797 44.6071852033853, -111.37178488046928 44.607470508973115, -111.37187314433784 44.607531200265186, -111.37306629384476 44.60849735981502, -111.37326366610658 44.60897755456513, -111.37347686517778 44.60968968025008, -111.37396466718376 44.610791149397556, -111.37403398869252 44.61093543969172, -111.3735435921832 44.61131844545916, -111.37274571258114 44.61152538997819, -111.37213926127693 44.611955787637484, -111.37231545020559 44.61197852061266, -111.37320200295383 44.612092906435784, -111.37383023055379 44.612345189172004, -111.3738858522422 44.61240539603971, -111.37465728518401 44.61324041689127, -111.37524768606197 44.6133603920058, -111.37583977999483 44.61344285127322, -111.37685136992661 44.61368641153416, -111.37684742190946 44.611690084031444, -111.37684655368953 44.61078518114088, -111.37684633073894 44.61060417997066, -111.37684400099381 44.60716673919632, -111.37684167129183 44.60354843559194, -111.37178149578449 44.60357008622747, -111.36837717764075 44.60358546590296, -111.367784733027 44.603588223389075, -111.36671862915404 44.60359293189431, -111.36166865053575 44.60359047097381, -111.35661867265819 44.60358803746628, -111.3566184486988 44.60720681261304))"
831,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,480.0,481.15,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-111.32624587762821 44.61460645650458, -111.32625807127879 44.61823117373466, -111.33132529992281 44.61820132959038, -111.33639252992626 44.61817148611894, -111.33638500300974 44.61454632299189, -111.33637747639762 44.6109211598594, -111.33636992231223 44.607295997873685, -111.33636239628315 44.603670807722544, -111.33128583302727 44.60369934773072, -111.32620927267904 44.60372785971113, -111.32113273659851 44.60375639997862, -111.31605617443877 44.60378491243575, -111.31607303421322 44.60741321227859, -111.31608989408019 44.61104148510716, -111.32116178996831 44.61101175028397, -111.32623368602161 44.610981768121356, -111.32624587762821 44.61460645650458))"
832,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,,38.22,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-113.84533274675682 44.522266641870694, -113.8442592493698 44.522266348959995, -113.84425926940301 44.522266386798606, -113.84436934543577 44.52246932498731, -113.84437534397803 44.52248781927058, -113.84445652808886 44.52273812972546, -113.84446401687208 44.52292679113872, -113.84438333322596 44.52321823400141, -113.84435884334381 44.52341256853321, -113.8443892814514 44.52347831247867, -113.8444382951185 44.523584177859796, -113.84459773198627 44.5237273133708, -113.84507670003643 44.52391089854004, -113.8451883150519 44.524008233823125, -113.84532896728024 44.52411597400842, -113.84533837500955 44.52412317988994, -113.84542755827998 44.52419149322583, -113.84560279889868 44.52436075557823, -113.84565870765906 44.52441475719758, -113.84572699418311 44.52442401238276, -113.84578651768783 44.52443207994549, -113.84593811986372 44.52451803596789, -113.8459432809177 44.52453417393144, -113.84600945123707 44.52474108352911, -113.84617690242956 44.52487851001037, -113.84619023849272 44.524883598279565, -113.84678517542125 44.52511056502716, -113.84682353200331 44.52512519811416, -113.84710274031842 44.52530850666373, -113.84737397546581 44.52548608806998, -113.84766120815684 44.52565797256435, -113.84790062952695 44.5257783423662, -113.8481185035176 44.52583569397576, -113.84822804494596 44.525864529324956, -113.84826068718549 44.52589634404691, -113.85037600613788 44.52589664012634, -113.85038275733669 44.52226791414743, -113.84533274675682 44.522266641870694))"
833,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,,20.93,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-113.84113553773435 44.51863134170444, -113.84113535781334 44.518697556233334, -113.84108624249339 44.51874713323586, -113.84103921026586 44.51879460648682, -113.84103097137833 44.51888606233943, -113.84139756020207 44.51924100873604, -113.8415061835168 44.51936276423388, -113.84159671228292 44.519464236683724, -113.84159615467493 44.5196700382535, -113.84165159132735 44.51985304973463, -113.84232216481014 44.520082646611854, -113.84234546152821 44.52010457420653, -113.84255330024689 44.5203002003028, -113.84259286739903 44.52044317338881, -113.8427123698087 44.52057482225468, -113.84280771696145 44.52077503821726, -113.84304720168467 44.52086111814929, -113.84331081051407 44.5208900645223, -113.84362268484931 44.52079902376481, -113.84384643298975 44.520793613186164, -113.84397573181204 44.52083788054376, -113.84401408009573 44.52085100932468, -113.84410969130413 44.520954041461415, -113.84415734464176 44.521062723894005, -113.8441808590147 44.521234257131475, -113.8440448219302 44.521308388624895, -113.84391130581871 44.52133366672948, -113.84380498385603 44.52135379542392, -113.8437776225816 44.52141767436466, -113.84374869867769 44.52148520264931, -113.84376767341323 44.52164249380347, -113.84377215090824 44.52167960269169, -113.84391932926579 44.521853462994315, -113.84424211893369 44.52223476579245, -113.84425922933659 44.52226631112143, -113.8442592493698 44.522266348959995, -113.84533274675682 44.522266641870694, -113.84534210797008 44.51863349800526, -113.84113553773435 44.51863134170444))"
834,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,10.61,10.87,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.77776630129632 43.67695739964779, -116.77917566235648 43.676954409883635, -116.78276554561891 43.67764235901114, -116.78776569844506 43.67860034955088, -116.7877656982454 43.67860026492271, -116.7877640546802 43.67806070550975, -116.78281706147382 43.677109273346, -116.78276388292669 43.67709904444824, -116.78064424209816 43.67669130707953, -116.780455730949 43.676655042659114, -116.77776528298217 43.67666749576742, -116.77776630129632 43.67695739964779))"
835,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,120.0,119.0,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.45769718463508 43.92247335175312, -116.46268238782994 43.92245700846952, -116.46766762077452 43.922440775267454, -116.47265282255944 43.92242432393903, -116.4726536438002 43.918822350523506, -116.46767446792411 43.91883488887681, -116.46269532102231 43.91884723174187, -116.4576931723745 43.918859574944996, -116.45769718463508 43.92247335175312))"
836,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,,341.8,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.63500671927254 44.831870468761274, -116.63500898238948 44.83495333917897, -116.6350090203428 44.83548316544351, -116.63501128256082 44.83856603523626, -116.63501170367891 44.83902841302113, -116.64009591260331 44.83906396667907, -116.64517818972554 44.839099280672464, -116.65025725920718 44.83913434617699, -116.65533542446603 44.83916917934222, -116.65533435919538 44.83859599160639, -116.65531241772105 44.834974350624805, -116.65529047833442 44.831352738383934, -116.65021952849979 44.8313496992685, -116.64514857917229 44.83134669015517, -116.64007763020139 44.83134365253563, -116.63500668042784 44.83134064405209, -116.63500671927254 44.831870468761274))"
837,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,,335.74,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.67549156173142 44.83930533301779, -116.68056016304243 44.83933901065779, -116.68562879762457 44.83937246296454, -116.68563185324804 44.838538806831366, -116.69069102259482 44.83852937335675, -116.69575019497582 44.83851974490376, -116.69576903613026 44.83490112800107, -116.69578790720213 44.831282510394935, -116.69072315161242 44.8312921675549, -116.68565842451906 44.831301823987495, -116.68059369689942 44.8313114812803, -116.67552896990703 44.83132110970109, -116.67551104560206 44.83493906027096, -116.6754931208331 44.838557009047896, -116.67549156173142 44.83930533301779))"
838,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,637.57,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.65528964076621 44.816852949449206, -116.65021963354245 44.816862607129636, -116.64514962707663 44.81687229399136, -116.6400795921604 44.81688195219805, -116.63500958575187 44.81689163804649, -116.63500954147028 44.81739432607048, -116.63500885895851 44.820503862117846, -116.63500881514831 44.82101341041028, -116.63500810460887 44.82411611292114, -116.63500808914695 44.82463235519216, -116.63500740621494 44.82772836332215, -116.63500736224029 44.828251466517116, -116.63500668042784 44.83134064405209, -116.64007763020139 44.83134365253563, -116.64514857917229 44.83134669015517, -116.65021952849979 44.8313496992685, -116.65529047833442 44.831352738383934, -116.65529026201536 44.82772779043493, -116.65529007290309 44.824102843637526, -116.65528985649807 44.8204778956589, -116.65528964076621 44.816852949449206))"
839,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,638.86,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.64009724938948 44.8024201388492, -116.63500785063975 44.802441549827584, -116.63500719627177 44.8029526249575, -116.63500779116755 44.80605496662395, -116.63500780334147 44.80656307069934, -116.6350083707845 44.809667191171016, -116.63500838304728 44.810173488257334, -116.63500897737336 44.81327941418459, -116.63500898987851 44.81378390788089, -116.63500958575187 44.81689163804649, -116.6400795921604 44.81688195219805, -116.64514962707663 44.81687229399136, -116.65021963354245 44.816862607129636, -116.65528964076621 44.816852949449206, -116.6553085906808 44.81322866726784, -116.6553275414883 44.80960441655579, -116.65534652187846 44.80598013363047, -116.65536547280374 44.80235588198064, -116.650276046613 44.80237729219693, -116.6451866480129 44.80239870043578, -116.64009724938948 44.8024201388492))"
840,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,639.93,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.6755736115789 44.80231385603944, -116.67556979866313 44.80594594318697, -116.67556595686213 44.80957803009622, -116.6755621444066 44.8132101181026, -116.67555833210368 44.816842232196294, -116.68062872671008 44.81683812937629, -116.68569915086016 44.81683405501378, -116.69076957281722 44.81682997924395, -116.69583996870249 44.81682590532984, -116.6958429224563 44.81319503824848, -116.6958459031769 44.80956414441745, -116.6958488564562 44.80593325032803, -116.695851808824 44.80230235535347, -116.6907822722306 44.80230523792344, -116.68571270964875 44.80230811972356, -116.68064314639462 44.80231097405132, -116.6755736115789 44.80231385603944))"
841,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,641.29,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.63516844459531 44.78067028706268, -116.63516773359844 44.78117727985075, -116.63514210439313 44.78429462279325, -116.63514142231502 44.78479711536604, -116.63511573861096 44.78791898609354, -116.64019821855419 44.78790263066464, -116.64528070304226 44.78788627531687, -116.650363156662 44.787869892063156, -116.65544564005157 44.787853535308344, -116.65550092577264 44.78424094665976, -116.6555562393272 44.78062833303014, -116.65561152614984 44.77701571729438, -116.65566681288217 44.77340310153331, -116.65055532837886 44.77340773711516, -116.64544387192677 44.77341237233552, -116.64033238674755 44.77341698150708, -116.63522090055332 44.773421618001166, -116.63522019096999 44.77393766477867, -116.63519469991746 44.77704595326458, -116.63519398898704 44.777557472609764, -116.63516844459531 44.78067028706268))"
842,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,634.47,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.65544564005157 44.787853535308344, -116.66049309247062 44.787833347561865, -116.66554051839529 44.78781313131916, -116.67058794194052 44.787792943631544, -116.67563539340908 44.78777272887372, -116.67565557162736 44.78410261172176, -116.67567571929007 44.78043249793071, -116.67569589561724 44.77676238341158, -116.67571607148538 44.77309226704674, -116.67065033517389 44.77322537276936, -116.66558459940167 44.773358451345146, -116.66062570558766 44.773380775868446, -116.65566681288217 44.77340310153331, -116.65561152614984 44.77701571729438, -116.6555562393272 44.78062833303014, -116.65550092577264 44.78424094665976, -116.65544564005157 44.787853535308344))"
843,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,636.66,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.67565557162736 44.78410261172176, -116.67563539340908 44.78777272887372, -116.68068270643846 44.787800095372944, -116.68573001898105 44.787827433670486, -116.69077733117942 44.78785480137517, -116.69582464287953 44.78788216788135, -116.69582092629045 44.78428066144977, -116.69581721210444 44.78067915678428, -116.69581346985426 44.77707765100363, -116.69580975525962 44.77347614639249, -116.69078633284435 44.773380167818445, -116.68576291323109 44.77328422068152, -116.68073949231842 44.773188243865434, -116.67571607148538 44.77309226704674, -116.67569589561724 44.77676238341158, -116.67567571929007 44.78043249793071, -116.67565557162736 44.78410261172176))"
844,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,632.53,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.67557493538575 44.76590362469478, -116.67564551776117 44.769497932044096, -116.67571607148538 44.77309226704674, -116.68073949231842 44.773188243865434, -116.68576291323109 44.77328422068152, -116.69078633284435 44.773380167818445, -116.69580975525962 44.77347614639249, -116.69577784378266 44.76985641764908, -116.69574590426484 44.76623669136251, -116.69571399468823 44.762616964362714, -116.69568205572875 44.758997238050945, -116.69061999177043 44.75892668080143, -116.6855579285397 44.75885609490683, -116.68049586358926 44.75878550923369, -116.6754338007724 44.75871495250046, -116.67550438241585 44.7623092887242, -116.67557493538575 44.76590362469478))"
845,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,563.19,563.1,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.39314013151818 45.00898588551548, -116.39311969899157 45.01257136180378, -116.39311925358138 45.01264402819117, -116.39309901660435 45.01619328203842, -116.39309845937092 45.0162840310418, -116.39307775032597 45.01992386724377, -116.39818299507215 45.01992045190215, -116.40328824041495 45.019917065386785, -116.40839418118382 45.01991574816659, -116.4135001204093 45.019914430045844, -116.41349074592817 45.01618731283781, -116.41348162121353 45.01256874947088, -116.41347377378872 45.008950548782195, -116.40837136151141 45.008950635449075, -116.40326892333098 45.00895049789647, -116.4032625479105 45.00533049202501, -116.39816074768193 45.00532907899007, -116.39316095334267 45.005327716862915, -116.39314035293992 45.00894941325002, -116.39314013151818 45.00898588551548))"
846,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,483.2,482.75,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.41348162121353 45.01256874947088, -116.41349074592817 45.01618731283781, -116.4135001204093 45.019914430045844, -116.41859854723556 45.019913904811304, -116.4236969726497 45.01991337844245, -116.42879541141183 45.019912839821416, -116.4338938525253 45.01991229908128, -116.4338911704342 45.01625603790866, -116.43388851855585 45.01263596990936, -116.4338861706734 45.009015680192064, -116.42878325925142 45.008999627069734, -116.42368034634318 45.00898335096282, -116.41857707347538 45.00896704670845, -116.41347377378872 45.008950548782195, -116.41348162121353 45.01256874947088))"
847,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,479.51,479.61,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.43899219182899 45.00903673336513, -116.43899181850009 45.01265755370991, -116.43899161150584 45.01627781769494, -116.43899140311217 45.01991380342599, -116.4440889538418 45.019915304874445, -116.44918650486689 45.01991680702237, -116.45428405618706 45.019918280161754, -116.45429473588806 45.01634226312838, -116.4543054697175 45.01272099503535, -116.45431212294707 45.0090990044319, -116.45431874592384 45.005477015293906, -116.44921002940599 45.00545660290323, -116.44410128342031 45.00543618814705, -116.43899253850044 45.005415802777556, -116.43899219182899 45.00903673336513))"
848,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,240.0,240.35,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.41853408634108 44.961872328563885, -116.413431951894 44.961859503541376, -116.41343592844053 44.965482925664276, -116.41343990496978 44.969106345886686, -116.41344385632881 44.972729769241404, -116.41344783177978 44.97635319108601, -116.41855104864844 44.97636756227295, -116.41854682170697 44.972743976728935, -116.41854256611353 44.9691202800688, -116.4236452556519 44.96913401766195, -116.423640722815 44.96550957174911, -116.42363621796864 44.96188515395008, -116.41853408634108 44.961872328563885))"
849,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,640.77,surface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/0,"POLYGON ((-116.42363621796864 44.96188515395008, -116.42873835061515 44.96189798051714, -116.43384048416665 44.96191080556501, -116.4338364264573 44.95829017024003, -116.43383236385579 44.95466953582894, -116.43382827593487 44.95104892887305, -116.43382421614336 44.94742829422072, -116.42872288711862 44.94741148849476, -116.42362155956651 44.94739470831547, -116.41852020342552 44.947377902110254, -116.41341887661582 44.94736112086379, -116.41342216037609 44.950985709393244, -116.4134254150204 44.954610299336856, -116.41342866816278 44.95823491441613, -116.413431951894 44.961859503541376, -116.41853408634108 44.961872328563885, -116.42363621796864 44.96188515395008))"
